Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	fallback_count	fallback_weight
2B	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	1	7715.4	960	7.5659e+06
2B	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0	0	0	0	0	0.170836	0.206306	0.378952	0.191537	0.0523688	0	15	143006	15	143006
2B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	6574.56	13	99448.5
2B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	0	0	960	7.5659e+06
2B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0.0850385	0	0.0694231	0.0644965	0	0.201842	0.0677657	0.258319	0.0750717	0.0819256	0.096118	1	6574.56	13	99448.5
2B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	150721
2B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	0	0	960	7.5659e+06
2B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0	0	0	0	0	0.170836	0.206306	0.378952	0.191537	0.0523688	0	0	0	15	143006
2B	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2B	Multi-Family with 5+ Units	No	None	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	0	0	0	0
2B	Multi-Family with 5+ Units	No	None	Renter	0	0.0428804	0	0.0225543	0.0209537	0	0.167333	0.134153	0.343329	0.129818	0.0862379	0.0527404	0	0	0	0
2B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	85603.7
2B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
2B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0.0733515	0	0	0	0	0.105545	0.0757721	0.396113	0.0766934	0.169067	0.103459	0	0	10	85603.7
2B	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	85603.7
2B	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
2B	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0.0733515	0	0	0	0	0.105545	0.0757721	0.396113	0.0766934	0.169067	0.103459	0	0	10	85603.7
2B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	85603.7
2B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
2B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0733515	0	0	0	0	0.105545	0.0757721	0.396113	0.0766934	0.169067	0.103459	0	0	10	85603.7
2B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	8	63652.8	10	85603.7
2B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
2B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0.0733515	0	0	0	0	0.105545	0.0757721	0.396113	0.0766934	0.169067	0.103459	8	63652.8	10	85603.7
2B	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2B	Multi-Family with 5+ Units	Yes	None	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	0	0	0	0
2B	Multi-Family with 5+ Units	Yes	None	Renter	0	0.0428804	0	0.0225543	0.0209537	0	0.167333	0.134153	0.343329	0.129818	0.0862379	0.0527404	0	0	0	0
2B	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	11	28333.3	11	28333.3
2B	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0	0	0	0.0419001	0.110549	0.191829	0.272324	0.229363	0.0786018	0.075433	0	8	18671.2	25	60285.6
2B	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0	0	0	0.0962951	0	0.326595	0.197831	0.171646	0.0585558	0.090086	0.0589907	3	9662.03	12	36939.6
2B	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	62574.8	26	68891.9
2B	Single-Family Attached	No	Ducted Heating	Owner	0	0	0	0	0.0606996	0.113569	0.157339	0.295359	0.201299	0.113868	0.0578662	0	16	38222.9	17	41614.4
2B	Single-Family Attached	No	Ducted Heating	Renter	0	0	0	0	0.0962951	0	0.326595	0.197831	0.171646	0.0585558	0.090086	0.0589907	8	24351.9	12	36939.6
2B	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	28333.3
2B	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0419001	0.110549	0.191829	0.272324	0.229363	0.0786018	0.075433	0	0	0	25	60285.6
2B	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0	0	0	0.0962951	0	0.326595	0.197831	0.171646	0.0585558	0.090086	0.0589907	0	0	12	36939.6
2B	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	2	6317.08	26	68891.9
2B	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0	0	0	0.0606996	0.113569	0.157339	0.295359	0.201299	0.113868	0.0578662	0	1	3391.44	17	41614.4
2B	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0	0	0	0.0962951	0	0.326595	0.197831	0.171646	0.0585558	0.090086	0.0589907	1	2925.64	12	36939.6
2B	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2B	Single-Family Attached	No	None	Owner	0	0	0	0.0014512	0.0524058	0.107562	0.16717	0.282804	0.20388	0.0983097	0.0690465	0.0173714	0	0	0	0
2B	Single-Family Attached	No	None	Renter	0	0	0	0	0.0962951	0	0.326595	0.197831	0.171646	0.0585558	0.090086	0.0589907	0	0	0	0
2B	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	103295
2B	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	0	0	13	88225
2B	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	0	0	14	132482
2B	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	103295
2B	Single-Family Attached	Yes	Ducted Heating	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	0	0	13	88225
2B	Single-Family Attached	Yes	Ducted Heating	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	0	0	14	132482
2B	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	103295
2B	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	0	0	13	88225
2B	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	0	0	14	132482
2B	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	2842.97	15	103295
2B	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	1	2842.97	13	88225
2B	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	0	0	14	132482
2B	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2B	Single-Family Attached	Yes	None	Owner	0	0	0	0.0014512	0.0524058	0.107562	0.16717	0.282804	0.20388	0.0983097	0.0690465	0.0173714	0	0	0	0
2B	Single-Family Attached	Yes	None	Renter	0	0	0	0	0.0962951	0	0.326595	0.197831	0.171646	0.0585558	0.090086	0.0589907	0	0	0	0
2B	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	83	442986	86	459095
2B	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0	0	0.0876591	0.0119103	0.106937	0.353885	0.205233	0.112297	0.0784942	0.0120757	0.0315096	70	364105	73	380215
2B	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0	0.0618936	0	0	0.0643861	0.229536	0.146998	0.228172	0.166267	0.102747	0	13	78880.1	13	78880.1
2B	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	187	955714	192	983448
2B	Single-Family Detached	No	Ducted Heating	Owner	0	0	0	0.0889696	0.0223199	0.151781	0.248444	0.177242	0.155955	0.0580329	0.0757239	0.021531	168	852652	173	880385
2B	Single-Family Detached	No	Ducted Heating	Renter	0	0.0542738	0	0.0420756	0	0.1147	0.317491	0.0821137	0.165987	0	0.154287	0.0690726	19	103062	19	103062
2B	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	3	16109.8	86	459095
2B	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0	0	0.0876591	0.0119103	0.106937	0.353885	0.205233	0.112297	0.0784942	0.0120757	0.0315096	3	16109.8	73	380215
2B	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0	0.0618936	0	0	0.0643861	0.229536	0.146998	0.228172	0.166267	0.102747	0	0	0	13	78880.1
2B	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	5	27733.6	192	983448
2B	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0	0	0.0889696	0.0223199	0.151781	0.248444	0.177242	0.155955	0.0580329	0.0757239	0.021531	5	27733.6	173	880385
2B	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.0542738	0	0.0420756	0	0.1147	0.317491	0.0821137	0.165987	0	0.154287	0.0690726	0	0	19	103062
2B	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2B	Single-Family Detached	No	None	Owner	0	0	0	0.0860165	0.0183096	0.13198	0.274295	0.184876	0.139678	0.06129	0.0626195	0.0409356	0	0	0	0
2B	Single-Family Detached	No	None	Renter	0	0.0307437	0.0268337	0.023834	0	0.0928865	0.279359	0.110244	0.192947	0.0720841	0.131942	0.0391265	0	0	0	0
2B	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	103295
2B	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	0	0	13	88225
2B	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	0	0	14	132482
2B	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	103295
2B	Single-Family Detached	Yes	Ducted Heating	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	0	0	13	88225
2B	Single-Family Detached	Yes	Ducted Heating	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	0	0	14	132482
2B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	103295
2B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	0	0	13	88225
2B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	0	0	14	132482
2B	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	9	59940.7	15	103295
2B	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	9	59940.7	13	88225
2B	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	0	0	14	132482
2B	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2B	Single-Family Detached	Yes	None	Owner	0	0	0	0.0860165	0.0183096	0.13198	0.274295	0.184876	0.139678	0.06129	0.0626195	0.0409356	0	0	0	0
2B	Single-Family Detached	Yes	None	Renter	0	0.0307437	0.0268337	0.023834	0	0.0928865	0.279359	0.110244	0.192947	0.0720841	0.131942	0.0391265	0	0	0	0
3A	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	543189	68	559156
3A	Mobile Home	No	Ducted Heat Pump	Owner	0	0	0.0114846	0.0498605	0.107326	0.105825	0.286841	0.245367	0.173665	0.0196314	0	0	49	393459	51	409426
3A	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0367868	0	0.135166	0.0457155	0.0482615	0.297876	0.166036	0.131477	0	0.138682	0	17	149730	17	149730
3A	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	81	613948	100	761488
3A	Mobile Home	No	Ducted Heating	Owner	0	0.084452	0	0.0640541	0.0381798	0.225439	0.283552	0.179359	0.0717491	0.0344413	0	0.0187735	53	397489	70	532961
3A	Mobile Home	No	Ducted Heating	Renter	0	0.0613158	0.0405571	0.129802	0	0.160074	0.249422	0.152216	0.206613	0	0	0	28	216458	30	228528
3A	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	2	15966.5	68	559156
3A	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0	0.0114846	0.0498605	0.107326	0.105825	0.286841	0.245367	0.173665	0.0196314	0	0	2	15966.5	51	409426
3A	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0367868	0	0.135166	0.0457155	0.0482615	0.297876	0.166036	0.131477	0	0.138682	0	0	0	17	149730
3A	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	19	147541	100	761488
3A	Mobile Home	No	Non-Ducted Heating	Owner	0	0.084452	0	0.0640541	0.0381798	0.225439	0.283552	0.179359	0.0717491	0.0344413	0	0.0187735	17	135471	70	532961
3A	Mobile Home	No	Non-Ducted Heating	Renter	0	0.0613158	0.0405571	0.129802	0	0.160074	0.249422	0.152216	0.206613	0	0	0	2	12069.2	30	228528
3A	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	Mobile Home	No	None	Owner	0	0.04124	0.00984451	0.0499837	0.0589061	0.182612	0.299822	0.190593	0.128515	0.024183	0.00513294	0.00916757	0	0	0	0
3A	Mobile Home	No	None	Renter	0	0.0540571	0.0231691	0.12603	0.0182905	0.120488	0.278042	0.152649	0.170826	0.00302375	0.0534241	0	0	0	0	0
3A	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	170795
3A	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0	0.0405468	0	0	0.240415	0.393678	0.080281	0.207485	0	0.0375933	0	0	0	20	149019
3A	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.0966302	0	0.0236242	0.0216663	0.201685	0.442023	0.0651471	0.0658222	0.0555475	0.0278539	0	0	0	28	186478
3A	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	170795
3A	Mobile Home	Yes	Ducted Heating	Owner	0	0	0.0405468	0	0	0.240415	0.393678	0.080281	0.207485	0	0.0375933	0	0	0	20	149019
3A	Mobile Home	Yes	Ducted Heating	Renter	0	0.0966302	0	0.0236242	0.0216663	0.201685	0.442023	0.0651471	0.0658222	0.0555475	0.0278539	0	0	0	28	186478
3A	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	170795
3A	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0	0.0405468	0	0	0.240415	0.393678	0.080281	0.207485	0	0.0375933	0	0	0	20	149019
3A	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.0966302	0	0.0236242	0.0216663	0.201685	0.442023	0.0651471	0.0658222	0.0555475	0.0278539	0	0	0	28	186478
3A	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	23	170795	23	170795
3A	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0	0.0405468	0	0	0.240415	0.393678	0.080281	0.207485	0	0.0375933	0	20	149019	20	149019
3A	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.0966302	0	0.0236242	0.0216663	0.201685	0.442023	0.0651471	0.0658222	0.0555475	0.0278539	0	3	21776	28	186478
3A	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	Mobile Home	Yes	None	Owner	0	0.04124	0.00984451	0.0499837	0.0589061	0.182612	0.299822	0.190593	0.128515	0.024183	0.00513294	0.00916757	0	0	0	0
3A	Mobile Home	Yes	None	Renter	0	0.0540571	0.0231691	0.12603	0.0182905	0.120488	0.278042	0.152649	0.170826	0.00302375	0.0534241	0	0	0	0	0
3A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	31	241743	32	251427
3A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0	0	0	0.0707405	0.137465	0.329785	0.243333	0.13625	0.0824266	0	0	2	15361.2	17	165215
3A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0	0.0374277	0.0718635	0	0.127133	0.272842	0.196027	0.273638	0	0.0210678	0	29	226381	30	236066
3A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	46	362087	47	370007
3A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0	0	0	0.0707405	0.137465	0.329785	0.243333	0.13625	0.0824266	0	0	2	11128.3	17	165215
3A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0.0289819	0.0196774	0.0412818	0	0.148982	0.172925	0.161675	0.207995	0.0477364	0.0928027	0.0779427	44	350959	45	358879
3A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	9684.78	32	251427
3A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0707405	0.137465	0.329785	0.243333	0.13625	0.0824266	0	0	0	0	17	165215
3A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0	0.0374277	0.0718635	0	0.127133	0.272842	0.196027	0.273638	0	0.0210678	0	1	9684.78	30	236066
3A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	7919.96	47	370007
3A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0	0	0	0.0707405	0.137465	0.329785	0.243333	0.13625	0.0824266	0	0	0	0	17	165215
3A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0.0289819	0.0196774	0.0412818	0	0.148982	0.172925	0.161675	0.207995	0.0477364	0.0928027	0.0779427	1	7919.96	45	358879
3A	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	Multi-Family with 2 - 4 Units	No	None	Owner	0	0	0	0	0.0707405	0.137465	0.329785	0.243333	0.13625	0.0824266	0	0	0	0	0	0
3A	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.0305561	0.0226896	0.0612008	0	0.151103	0.197506	0.169891	0.230797	0.0244513	0.0718822	0.0399235	0	0	0	0
3A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	105695
3A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0.0477425	0	0.0997509	0.0550896	0.0855932	0.394869	0.218684	0.0595934	0.0386768	0	0	0	0	28	245063
3A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0.104147	0	0.105019	0	0.211839	0.112709	0.139412	0.212533	0	0.114341	0	0	0	12	105695
3A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	105695
3A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0.0477425	0	0.0997509	0.0550896	0.0855932	0.394869	0.218684	0.0595934	0.0386768	0	0	0	0	28	245063
3A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0.104147	0	0.105019	0	0.211839	0.112709	0.139412	0.212533	0	0.114341	0	0	0	12	105695
3A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	105695
3A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0.0477425	0	0.0997509	0.0550896	0.0855932	0.394869	0.218684	0.0595934	0.0386768	0	0	0	0	28	245063
3A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0.104147	0	0.105019	0	0.211839	0.112709	0.139412	0.212533	0	0.114341	0	0	0	12	105695
3A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	105695	12	105695
3A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0.0477425	0	0.0997509	0.0550896	0.0855932	0.394869	0.218684	0.0595934	0.0386768	0	0	0	0	28	245063
3A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0.104147	0	0.105019	0	0.211839	0.112709	0.139412	0.212533	0	0.114341	0	12	105695	12	105695
3A	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0	0	0	0.0707405	0.137465	0.329785	0.243333	0.13625	0.0824266	0	0	0	0	0	0
3A	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.0305561	0.0226896	0.0612008	0	0.151103	0.197506	0.169891	0.230797	0.0244513	0.0718822	0.0399235	0	0	0	0
3A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	54	629730	56	653851
3A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0	0	0	0.0842484	0.163713	0.299054	0.192551	0.162267	0.0981659	0	0	4	42300.1	13	138725
3A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0.0188908	0.0219622	0.0213417	0	0.127626	0.294917	0.254425	0.166529	0.0397002	0.02223	0.0323783	50	587430	52	611551
3A	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	87	1.00478e+06	96	1.11535e+06
3A	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0	0	0	0.0842484	0.163713	0.299054	0.192551	0.162267	0.0981659	0	0	8	83753.2	13	138725
3A	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0	0.0165713	0.0251283	0.00986353	0.142575	0.209208	0.305413	0.220305	0.0334433	0.00908041	0.0284116	79	921031	87	1.01892e+06
3A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	2	24120.9	56	653851
3A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0842484	0.163713	0.299054	0.192551	0.162267	0.0981659	0	0	0	0	13	138725
3A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0.0188908	0.0219622	0.0213417	0	0.127626	0.294917	0.254425	0.166529	0.0397002	0.02223	0.0323783	2	24120.9	52	611551
3A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	9	110563	96	1.11535e+06
3A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0	0	0	0.0842484	0.163713	0.299054	0.192551	0.162267	0.0981659	0	0	1	12672.1	13	138725
3A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0	0.0165713	0.0251283	0.00986353	0.142575	0.209208	0.305413	0.220305	0.0334433	0.00908041	0.0284116	8	97890.6	87	1.01892e+06
3A	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	Multi-Family with 5+ Units	No	None	Owner	0	0	0	0	0.0842484	0.163713	0.299054	0.192551	0.162267	0.0981659	0	0	0	0	0	0
3A	Multi-Family with 5+ Units	No	None	Renter	0	0.0105182	0.0149706	0.0370774	0.00850255	0.116362	0.234801	0.272588	0.202796	0.0547219	0.0197167	0.0279448	0	0	0	0
3A	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34	394552
3A	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0.0477425	0	0.0997509	0.0550896	0.0855932	0.394869	0.218684	0.0595934	0.0386768	0	0	0	0	28	245063
3A	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0.0247036	0	0.092326	0.0181667	0.0312101	0.207717	0.21597	0.213793	0.132957	0.0432893	0.0198675	0	0	34	394552
3A	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34	394552
