Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=State	Dependency=Vintage ACS	Option=Central AC	Option=Ducted Heat Pump	Option=Evaporative or Swamp Cooler	Option=Non-Ducted Heat Pump	Option=None	Option=Room AC	source_count	source_weight	fallback_count	fallback_weight
Single-Family Detached	Non-Ducted Heat Pump	MS	1960-79	0	0	0	1	0	0	0	0	10	72307.2
Single-Family Detached	Non-Ducted Heating	MS	1960-79	0.439968	0	0	0	0.077629	0.482403	5	35067.4	26	173684
Single-Family Detached	None	MS	1960-79	0.819646	0	0	0	0.0364022	0.143952	0	0	42	422547
Single-Family Detached	Ducted Heat Pump	MS	1980-99	0	1	0	0	0	0	9	58716.8	71	451462
Single-Family Detached	Ducted Heating	MS	1980-99	0.940377	0	0	0	0.0596235	0	18	116136	18	116136
Single-Family Detached	Non-Ducted Heat Pump	MS	1980-99	0	0	0	1	0	0	0	0	13	102400
Single-Family Detached	Non-Ducted Heating	MS	1980-99	0.569227	0	0	0	0	0.430773	5	34263.1	21	123969
Single-Family Detached	None	MS	1980-99	0.870841	0	0	0	0.0441169	0.0850423	0	0	53	577082
Single-Family Detached	Ducted Heat Pump	MS	2000-09	0	1	0	0	0	0	9	45664.8	65	282535
Single-Family Detached	Ducted Heating	MS	2000-09	0.894171	0	0	0	0.0514898	0.054339	18	86076.5	18	86076.5
Single-Family Detached	Non-Ducted Heat Pump	MS	2000-09	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	MS	2000-09	0.706327	0	0	0	0	0.293673	2	9799.97	14	64543.6
Single-Family Detached	None	MS	2000-09	0.882841	0	0	0	0.0913497	0.0258091	1	4746.43	57	529245
Single-Family Detached	Ducted Heat Pump	MS	2010s	0	1	0	0	0	0	1	6347.5	26	154216
Single-Family Detached	Ducted Heating	MS	2010s	0.9222	0	0	0	0.0349194	0.0428803	4	24611.6	42	227623
Single-Family Detached	Non-Ducted Heat Pump	MS	2010s	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	MS	2010s	0.698828	0	0	0	0.225501	0.0756708	1	5953.37	11	59826.6
Single-Family Detached	None	MS	2010s	0.882841	0	0	0	0.0913497	0.0258091	0	0	57	529245
Single-Family Detached	Ducted Heat Pump	MS	<1940	0	1	0	0	0	0	1	3911.64	21	71593.2
Single-Family Detached	Ducted Heating	MS	<1940	0.859303	0	0	0	0.0335095	0.107188	8	32191.3	83	278509
Single-Family Detached	Non-Ducted Heat Pump	MS	<1940	0	0	0	1	0	0	0	0	35	266159
Single-Family Detached	Non-Ducted Heating	MS	<1940	0.210265	0	0	0	0.12816	0.661576	0	0	29	101328
Single-Family Detached	None	MS	<1940	0.589407	0	0	0	0.197562	0.213031	0	0	15	153709
Mobile Home	Ducted Heat Pump	MT	1940-59	0	1	0	0	0	0	0	0	21	155899
Mobile Home	Ducted Heating	MT	1940-59	0.632998	0	0	0	0.206991	0.160012	0	0	134	361555
Mobile Home	Non-Ducted Heat Pump	MT	1940-59	0	0	0	1	0	0	0	0	17	123868
Mobile Home	Non-Ducted Heating	MT	1940-59	0.202269	0	0	0	0.625938	0.171794	0	0	44	69387.3
Mobile Home	None	MT	1940-59	0.0802227	0	0	0	0.683634	0.236143	0	0	53	290807
Mobile Home	Ducted Heat Pump	MT	1960-79	0	1	0	0	0	0	0	0	60	323440
Mobile Home	Ducted Heating	MT	1960-79	0.364612	0	0	0	0.430216	0.205172	8	18534.9	26	81098
Mobile Home	Non-Ducted Heat Pump	MT	1960-79	0	0	0	1	0	0	0	0	10	56246.4
Mobile Home	Non-Ducted Heating	MT	1960-79	0.169825	0	0	0	0.480189	0.349986	0	0	54	138941
Mobile Home	None	MT	1960-79	0.280618	0	0	0	0.469829	0.249553	0	0	93	360065
Mobile Home	Ducted Heat Pump	MT	1980-99	0	1	0	0	0	0	0	0	91	499395
Mobile Home	Ducted Heating	MT	1980-99	0.296673	0	0	0	0.242529	0.460799	6	11929.9	28	84273.7
Mobile Home	Non-Ducted Heat Pump	MT	1980-99	0	0	0	1	0	0	0	0	41	254095
Mobile Home	Non-Ducted Heating	MT	1980-99	0.160007	0	0	0	0.579392	0.260601	2	4611.84	49	140574
Mobile Home	None	MT	1980-99	0.315065	0	0	0	0.431939	0.252996	0	0	86	266121
Mobile Home	Ducted Heat Pump	MT	2000-09	0	1	0	0	0	0	0	0	60	275009
Mobile Home	Ducted Heating	MT	2000-09	0.910116	0	0	0	0.0534744	0.0364101	1	1747.41	173	599465
Mobile Home	Non-Ducted Heat Pump	MT	2000-09	0	0	0	1	0	0	0	0	41	254095
Mobile Home	Non-Ducted Heating	MT	2000-09	0.486211	0	0	0	0.363166	0.150623	0	0	13	36996.4
Mobile Home	None	MT	2000-09	0.810718	0	0	0	0.115502	0.0737796	0	0	57	184697
Mobile Home	Ducted Heat Pump	MT	2010s	0	1	0	0	0	0	0	0	60	275009
Mobile Home	Ducted Heating	MT	2010s	0.91502	0	0	0	0.0735038	0.0114759	3	6886.76	105	348938
Mobile Home	Non-Ducted Heat Pump	MT	2010s	0	0	0	1	0	0	0	0	41	254095
Mobile Home	Non-Ducted Heating	MT	2010s	0.40592	0	0	0	0.522541	0.0715391	0	0	13	43853.2
Mobile Home	None	MT	2010s	0.810718	0	0	0	0.115502	0.0737796	0	0	57	184697
Mobile Home	Ducted Heat Pump	MT	<1940	0	1	0	0	0	0	0	0	21	155899
Mobile Home	Ducted Heating	MT	<1940	0.504479	0	0	0	0.310973	0.184548	0	0	83	221341
Mobile Home	Non-Ducted Heat Pump	MT	<1940	0	0	0	1	0	0	0	0	17	123868
Mobile Home	Non-Ducted Heating	MT	<1940	0.0833576	0	0	0	0.507844	0.408799	0	0	32	57225.6
Mobile Home	None	MT	<1940	0.0802227	0	0	0	0.683634	0.236143	0	0	53	290807
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MT	1940-59	0	1	0	0	0	0	0	0	52	484136
Multi-Family with 2 - 4 Units	Ducted Heating	MT	1940-59	0.285055	0	0	0	0.264458	0.450487	1	1096.99	27	339330
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MT	1940-59	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MT	1940-59	0	0	0	0	0.52517	0.47483	1	1152.02	62	682729
Multi-Family with 2 - 4 Units	None	MT	1940-59	0.195983	0	0	0	0.406398	0.397619	0	0	20	205986
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MT	1960-79	0	1	0	0	0	0	0	0	17	154436
Multi-Family with 2 - 4 Units	Ducted Heating	MT	1960-79	0.407076	0	0	0	0.405701	0.187224	3	13369	20	135784
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MT	1960-79	0	0	0	1	0	0	0	0	9	91399.8
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MT	1960-79	0.101105	0	0	0	0.18425	0.714645	1	4549.66	29	204852
Multi-Family with 2 - 4 Units	None	MT	1960-79	0.153227	0	0	0	0.315039	0.531733	0	0	63	450133
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MT	1980-99	0	1	0	0	0	0	0	0	14	135196
Multi-Family with 2 - 4 Units	Ducted Heating	MT	1980-99	0.625688	0	0	0	0.223179	0.151133	0	0	24	172620
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MT	1980-99	0	0	0	1	0	0	0	0	9	91680
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MT	1980-99	0.167938	0	0	0	0.439946	0.392116	1	4368.59	16	95739.3
Multi-Family with 2 - 4 Units	None	MT	1980-99	0.228601	0	0	0	0.500565	0.270834	0	0	44	423154
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MT	2000-09	0	1	0	0	0	0	0	0	19	176931
Multi-Family with 2 - 4 Units	Ducted Heating	MT	2000-09	0.812572	0	0	0	0.0732898	0.114139	0	0	13	84340.6
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MT	2000-09	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MT	2000-09	0.460873	0	0	0	0.265482	0.273645	0	0	12	82117.6
Multi-Family with 2 - 4 Units	None	MT	2000-09	0.44458	0	0	0	0.356357	0.199064	0	0	36	289297
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MT	2010s	0	1	0	0	0	0	0	0	19	176931
Multi-Family with 2 - 4 Units	Ducted Heating	MT	2010s	1	0	0	0	0	0	0	0	12	83203.1
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MT	2010s	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MT	2010s	0.357356	0	0	0	0.316457	0.326188	2	9650.34	10	68890.1
Multi-Family with 2 - 4 Units	None	MT	2010s	0.44458	0	0	0	0.356357	0.199064	0	0	36	289297
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MT	<1940	0	1	0	0	0	0	0	0	52	484136
Multi-Family with 2 - 4 Units	Ducted Heating	MT	<1940	0.285055	0	0	0	0.264458	0.450487	1	2834.87	27	339330
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MT	<1940	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MT	<1940	0	0	0	0	0.52517	0.47483	1	2977.07	62	682729
Multi-Family with 2 - 4 Units	None	MT	<1940	0.195983	0	0	0	0.406398	0.397619	0	0	20	205986
Multi-Family with 5+ Units	Ducted Heat Pump	MT	1940-59	0	1	0	0	0	0	0	0	52	484136
Multi-Family with 5+ Units	Ducted Heating	MT	1940-59	0.285055	0	0	0	0.264458	0.450487	1	4652.03	27	339330
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MT	1940-59	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 5+ Units	Non-Ducted Heating	MT	1940-59	0	0	0	0	0.52517	0.47483	0	0	62	682729
Multi-Family with 5+ Units	None	MT	1940-59	0.195983	0	0	0	0.406398	0.397619	0	0	20	205986
Multi-Family with 5+ Units	Ducted Heat Pump	MT	1960-79	0	1	0	0	0	0	0	0	17	154436
Multi-Family with 5+ Units	Ducted Heating	MT	1960-79	0.313084	0	0	0	0.539866	0.14705	0	0	11	78380.9
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MT	1960-79	0	0	0	1	0	0	0	0	9	91399.8
Multi-Family with 5+ Units	Non-Ducted Heating	MT	1960-79	0.12034	0	0	0	0.0811628	0.798497	3	13250.3	22	143663
Multi-Family with 5+ Units	None	MT	1960-79	0.153227	0	0	0	0.315039	0.531733	0	0	63	450133
Multi-Family with 5+ Units	Ducted Heat Pump	MT	1980-99	0	1	0	0	0	0	0	0	14	135196
Multi-Family with 5+ Units	Ducted Heating	MT	1980-99	0.531224	0	0	0	0.279502	0.189274	1	3801.48	20	137835
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MT	1980-99	0	0	0	1	0	0	0	0	9	91680
Multi-Family with 5+ Units	Non-Ducted Heating	MT	1980-99	0.212638	0	0	0	0.417739	0.369623	1	3629.72	12	75613.1
Multi-Family with 5+ Units	None	MT	1980-99	0.228601	0	0	0	0.500565	0.270834	0	0	44	423154
Multi-Family with 5+ Units	Ducted Heat Pump	MT	2000-09	0	1	0	0	0	0	0	0	19	176931
Multi-Family with 5+ Units	Ducted Heating	MT	2000-09	0.856727	0	0	0	0	0.143273	0	0	10	67190.3
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MT	2000-09	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 5+ Units	Non-Ducted Heating	MT	2000-09	0.460873	0	0	0	0.265482	0.273645	0	0	12	82117.6
Multi-Family with 5+ Units	None	MT	2000-09	0.44458	0	0	0	0.356357	0.199064	0	0	36	289297
Multi-Family with 5+ Units	Ducted Heat Pump	MT	2010s	0	1	0	0	0	0	1	3411.28	19	176931
Multi-Family with 5+ Units	Ducted Heating	MT	2010s	1	0	0	0	0	0	1	3969.4	12	83203.1
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MT	2010s	0	0	0	1	0	0	0	0	20	162210
Multi-Family with 5+ Units	Non-Ducted Heating	MT	2010s	0.357356	0	0	0	0.316457	0.326188	2	7724.01	10	68890.1
Multi-Family with 5+ Units	None	MT	2010s	0.44458	0	0	0	0.356357	0.199064	0	0	36	289297
Multi-Family with 5+ Units	Ducted Heat Pump	MT	<1940	0	1	0	0	0	0	0	0	52	484136
Multi-Family with 5+ Units	Ducted Heating	MT	<1940	0.285055	0	0	0	0.264458	0.450487	0	0	27	339330
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MT	<1940	0	0	0	1	0	0	0	0	5	34138.9
Multi-Family with 5+ Units	Non-Ducted Heating	MT	<1940	0	0	0	0	0.52517	0.47483	0	0	62	682729
Multi-Family with 5+ Units	None	MT	<1940	0.195983	0	0	0	0.406398	0.397619	0	0	20	205986
Single-Family Attached	Ducted Heat Pump	MT	1940-59	0	1	0	0	0	0	0	0	21	155899
Single-Family Attached	Ducted Heating	MT	1940-59	0.632998	0	0	0	0.206991	0.160012	0	0	133	359260
Single-Family Attached	Non-Ducted Heat Pump	MT	1940-59	0	0	0	1	0	0	0	0	17	123868
Single-Family Attached	Non-Ducted Heating	MT	1940-59	0.202269	0	0	0	0.625938	0.171794	0	0	44	69387.3
Single-Family Attached	None	MT	1940-59	0.0802227	0	0	0	0.683634	0.236143	0	0	53	290807
Single-Family Attached	Ducted Heat Pump	MT	1960-79	0	1	0	0	0	0	0	0	60	323440
Single-Family Attached	Ducted Heating	MT	1960-79	0.756396	0	0	0	0.113319	0.130285	0	0	16	42719.6
Single-Family Attached	Non-Ducted Heat Pump	MT	1960-79	0	0	0	1	0	0	0	0	10	56246.4
Single-Family Attached	Non-Ducted Heating	MT	1960-79	0.179169	0	0	0	0.50661	0.314221	2	3175.23	49	126745
Single-Family Attached	None	MT	1960-79	0.280618	0	0	0	0.469829	0.249553	0	0	93	360065
Single-Family Attached	Ducted Heat Pump	MT	1980-99	0	1	0	0	0	0	0	0	91	499395
Single-Family Attached	Ducted Heating	MT	1980-99	0.738306	0	0	0	0.19205	0.0696448	4	8924.28	22	70153.8
Single-Family Attached	Non-Ducted Heat Pump	MT	1980-99	0	0	0	1	0	0	0	0	41	254095
Single-Family Attached	Non-Ducted Heating	MT	1980-99	0.160704	0	0	0	0.620952	0.218344	0	0	43	125086
Single-Family Attached	None	MT	1980-99	0.315065	0	0	0	0.431939	0.252996	0	0	86	266121
Single-Family Attached	Ducted Heat Pump	MT	2000-09	0	1	0	0	0	0	0	0	60	275009
Single-Family Attached	Ducted Heating	MT	2000-09	0.882806	0	0	0	0.117194	0	2	3678.27	19	62339.1
Single-Family Attached	Non-Ducted Heat Pump	MT	2000-09	0	0	0	1	0	0	0	0	41	254095
Single-Family Attached	Non-Ducted Heating	MT	2000-09	0.507815	0	0	0	0.379303	0.112882	0	0	11	33825.2
Single-Family Attached	None	MT	2000-09	0.810718	0	0	0	0.115502	0.0737796	0	0	57	184697
Single-Family Attached	Ducted Heat Pump	MT	2010s	0	1	0	0	0	0	0	0	60	275009
Single-Family Attached	Ducted Heating	MT	2010s	0.931338	0	0	0	0.0373542	0.0313079	3	5523.92	17	58971.6
Single-Family Attached	Non-Ducted Heat Pump	MT	2010s	0	0	0	1	0	0	0	0	41	254095
Single-Family Attached	Non-Ducted Heating	MT	2010s	0.40592	0	0	0	0.522541	0.0715391	0	0	13	43853.2
Single-Family Attached	None	MT	2010s	0.810718	0	0	0	0.115502	0.0737796	0	0	57	184697
Single-Family Attached	Ducted Heat Pump	MT	<1940	0	1	0	0	0	0	0	0	21	155899
Single-Family Attached	Ducted Heating	MT	<1940	0.504479	0	0	0	0.310973	0.184548	0	0	83	221341
Single-Family Attached	Non-Ducted Heat Pump	MT	<1940	0	0	0	1	0	0	0	0	17	123868
Single-Family Attached	Non-Ducted Heating	MT	<1940	0.0833576	0	0	0	0.507844	0.408799	0	0	32	57225.6
Single-Family Attached	None	MT	<1940	0.0802227	0	0	0	0.683634	0.236143	0	0	53	290807
Single-Family Detached	Ducted Heat Pump	MT	1940-59	0	1	0	0	0	0	0	0	21	155899
Single-Family Detached	Ducted Heating	MT	1940-59	0.561977	0	0	0	0.359265	0.0787574	22	27954.3	22	27954.3
Single-Family Detached	Non-Ducted Heat Pump	MT	1940-59	0	0	0	1	0	0	1	770.301	17	123868
Single-Family Detached	Non-Ducted Heating	MT	1940-59	0.206789	0	0	0	0.62095	0.172261	9	16741.3	42	67990.8
Single-Family Detached	None	MT	1940-59	0.0802227	0	0	0	0.683634	0.236143	0	0	53	290807
Single-Family Detached	Ducted Heat Pump	MT	1960-79	0	1	0	0	0	0	0	0	60	323440
Single-Family Detached	Ducted Heating	MT	1960-79	0.626466	0	0	0	0.320417	0.0531179	19	42304.5	19	42304.5
Single-Family Detached	Non-Ducted Heat Pump	MT	1960-79	0	0	0	1	0	0	1	2213.96	10	56246.4
Single-Family Detached	Non-Ducted Heating	MT	1960-79	0.195407	0	0	0	0.498101	0.306492	9	20524.4	45	118445
Single-Family Detached	None	MT	1960-79	0.280618	0	0	0	0.469829	0.249553	0	0	93	360065
Single-Family Detached	Ducted Heat Pump	MT	1980-99	0	1	0	0	0	0	1	2493.67	91	499395
Single-Family Detached	Ducted Heating	MT	1980-99	0.692078	0	0	0	0.127303	0.180619	18	40080.3	18	40080.3
Single-Family Detached	Non-Ducted Heat Pump	MT	1980-99	0	0	0	1	0	0	0	0	41	254095
Single-Family Detached	Non-Ducted Heating	MT	1980-99	0.108551	0	0	0	0.628708	0.262741	12	28189.9	12	28189.9
Single-Family Detached	None	MT	1980-99	0.315065	0	0	0	0.431939	0.252996	0	0	86	266121
Single-Family Detached	Ducted Heat Pump	MT	2000-09	0	1	0	0	0	0	0	0	60	275009
Single-Family Detached	Ducted Heating	MT	2000-09	0.648163	0	0	0	0.279647	0.0721903	14	29890.4	14	29890.4
Single-Family Detached	Non-Ducted Heat Pump	MT	2000-09	0	0	0	1	0	0	0	0	41	254095
Single-Family Detached	Non-Ducted Heating	MT	2000-09	0.507815	0	0	0	0.379303	0.112882	3	6222.59	11	33825.2
Single-Family Detached	None	MT	2000-09	0.810718	0	0	0	0.115502	0.0737796	0	0	57	184697
Single-Family Detached	Ducted Heat Pump	MT	2010s	0	1	0	0	0	0	0	0	60	275009
Single-Family Detached	Ducted Heating	MT	2010s	0.633368	0	0	0	0.366632	0	11	24042.7	11	24042.7
Single-Family Detached	Non-Ducted Heat Pump	MT	2010s	0	0	0	1	0	0	0	0	41	254095
Single-Family Detached	Non-Ducted Heating	MT	2010s	0.40592	0	0	0	0.522541	0.0715391	2	4962.86	13	43853.2
Single-Family Detached	None	MT	2010s	0.810718	0	0	0	0.115502	0.0737796	0	0	57	184697
Single-Family Detached	Ducted Heat Pump	MT	<1940	0	1	0	0	0	0	0	0	21	155899
Single-Family Detached	Ducted Heating	MT	<1940	0.464429	0	0	0	0.344329	0.191243	17	29750	17	29750
Single-Family Detached	Non-Ducted Heat Pump	MT	<1940	0	0	0	1	0	0	1	1990.63	17	123868
Single-Family Detached	Non-Ducted Heating	MT	<1940	0.09022	0	0	0	0.479746	0.430034	5	9747.9	30	53616.6
Single-Family Detached	None	MT	<1940	0.0802227	0	0	0	0.683634	0.236143	0	0	53	290807
Mobile Home	Ducted Heat Pump	NC	1940-59	0	1	0	0	0	0	0	0	66	417156
Mobile Home	Ducted Heating	NC	1940-59	0.823196	0	0	0	0.0376575	0.139147	0	0	281	1.25388e+06
Mobile Home	Non-Ducted Heat Pump	NC	1940-59	0	0	0	1	0	0	0	0	35	266159
Mobile Home	Non-Ducted Heating	NC	1940-59	0.413568	0	0	0	0.101783	0.484649	0	0	98	327679
Mobile Home	None	NC	1940-59	0.64578	0	0	0	0.169416	0.184805	0	0	12	50009.4
Mobile Home	Ducted Heat Pump	NC	1960-79	0	1	0	0	0	0	3	32004.5	15	149102
Mobile Home	Ducted Heating	NC	1960-79	0.655676	0	0	0	0.067396	0.276928	1	8178.57	17	169445
Mobile Home	Non-Ducted Heat Pump	NC	1960-79	0	0	0	1	0	0	0	0	10	72307.2
Mobile Home	Non-Ducted Heating	NC	1960-79	0.0542436	0	0	0	0.159387	0.78637	0	0	10	73600.8
Mobile Home	None	NC	1960-79	0.950053	0	0	0	0	0.0499471	0	0	28	305263
Mobile Home	Ducted Heat Pump	NC	1980-99	0	1	0	0	0	0	12	128113	12	128113
Mobile Home	Ducted Heating	NC	1980-99	0.409445	0	0	0	0.287575	0.30298	10	107042	10	107042
Mobile Home	Non-Ducted Heat Pump	NC	1980-99	0	0	0	1	0	0	0	0	13	102400
Mobile Home	Non-Ducted Heating	NC	1980-99	0.21068	0	0	0	0.122392	0.666927	5	56665.7	21	186170
Mobile Home	None	NC	1980-99	0.915753	0	0	0	0.0295389	0.0547081	0	0	44	509518
Mobile Home	Ducted Heat Pump	NC	2000-09	0	1	0	0	0	0	2	19485.5	14	114954
Mobile Home	Ducted Heating	NC	2000-09	0.702495	0	0	0	0.198231	0.0992737	5	44928.6	15	107704
Mobile Home	Non-Ducted Heat Pump	NC	2000-09	0	0	0	1	0	0	0	0	35	266159
Mobile Home	Non-Ducted Heating	NC	2000-09	0.782953	0	0	0	0.0328618	0.184185	0	0	27	175947
Mobile Home	None	NC	2000-09	0.968696	0	0	0	0.0313038	0	0	0	27	273149
Mobile Home	Ducted Heat Pump	NC	2010s	0	1	0	0	0	0	1	8287.8	10	85614
Mobile Home	Ducted Heating	NC	2010s	0.940417	0	0	0	0.0465636	0.0130195	0	0	158	928656
Mobile Home	Non-Ducted Heat Pump	NC	2010s	0	0	0	1	0	0	0	0	35	266159
Mobile Home	Non-Ducted Heating	NC	2010s	0.797705	0	0	0	0.0572044	0.145091	0	0	34	231266
Mobile Home	None	NC	2010s	0.99354	0	0	0	0.00645994	0	0	0	16	146966
Mobile Home	Ducted Heat Pump	NC	<1940	0	1	0	0	0	0	0	0	27	150754
Mobile Home	Ducted Heating	NC	<1940	0.832148	0	0	0	0.0515955	0.116257	0	0	150	690939
Mobile Home	Non-Ducted Heat Pump	NC	<1940	0	0	0	1	0	0	0	0	35	266159
Mobile Home	Non-Ducted Heating	NC	<1940	0.228981	0	0	0	0.154184	0.616835	0	0	69	292164
Mobile Home	None	NC	<1940	0.590941	0	0	0	0.2541	0.154959	0	0	12	119508
Multi-Family with 2 - 4 Units	Ducted Heat Pump	NC	1940-59	0	1	0	0	0	0	0	0	25	53116.7
Multi-Family with 2 - 4 Units	Ducted Heating	NC	1940-59	0.489581	0	0	0	0.171499	0.33892	0	0	13	47839.5
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	NC	1940-59	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	NC	1940-59	0.424094	0	0	0	0	0.575906	0	0	11	27351.2
Multi-Family with 2 - 4 Units	None	NC	1940-59	0.849495	0	0	0	0.085747	0.0647577	0	0	102	1.39304e+06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	NC	1960-79	0	1	0	0	0	0	0	0	28	320996
Multi-Family with 2 - 4 Units	Ducted Heating	NC	1960-79	0.82474	0	0	0	0.0931341	0.0821257	3	28566.3	26	194339
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	NC	1960-79	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	NC	1960-79	0.478127	0	0	0	0.292378	0.229496	1	9478.28	10	48240.6
Multi-Family with 2 - 4 Units	None	NC	1960-79	0.717095	0	0	0	0.138197	0.144707	0	0	21	353846
Multi-Family with 2 - 4 Units	Ducted Heat Pump	NC	1980-99	0	1	0	0	0	0	1	6176.25	14	117295
Multi-Family with 2 - 4 Units	Ducted Heating	NC	1980-99	0.963421	0	0	0	0	0.0365794	1	9190.59	19	162668
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	NC	1980-99	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	NC	1980-99	0.812982	0	0	0	0.0841135	0.102905	0	0	26	236144
Multi-Family with 2 - 4 Units	None	NC	1980-99	0.975068	0	0	0	0.0249323	0	0	0	25	391080
Multi-Family with 2 - 4 Units	Ducted Heat Pump	NC	2000-09	0	1	0	0	0	0	2	15123.3	23	199219
Multi-Family with 2 - 4 Units	Ducted Heating	NC	2000-09	0.829064	0	0	0	0.168032	0.00290437	0	0	58	466560
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	NC	2000-09	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	NC	2000-09	0.742575	0	0	0	0.0973331	0.160092	0	0	22	140050
Multi-Family with 2 - 4 Units	None	NC	2000-09	0.879106	0	0	0	0.0501536	0.0707403	0	0	17	243021
Multi-Family with 2 - 4 Units	Ducted Heat Pump	NC	2010s	0	1	0	0	0	0	1	8109.3	20	180112
Multi-Family with 2 - 4 Units	Ducted Heating	NC	2010s	0.822674	0	0	0	0.127324	0.0500015	2	13590.7	44	345227
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	NC	2010s	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	NC	2010s	0.637679	0	0	0	0.0936288	0.268692	1	7382.23	13	78845.7
Multi-Family with 2 - 4 Units	None	NC	2010s	0.910476	0	0	0	0.0371397	0.0523846	0	0	26	323046
Multi-Family with 2 - 4 Units	Ducted Heat Pump	NC	<1940	0	1	0	0	0	0	0	0	21	70360.6
Multi-Family with 2 - 4 Units	Ducted Heating	NC	<1940	0.73662	0	0	0	0.173649	0.0897303	0	0	19	55266.3
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	NC	<1940	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 2 - 4 Units	Non-Ducted Heating	NC	<1940	0.234704	0	0	0	0.0343296	0.730966	0	0	27	86444.5
Multi-Family with 2 - 4 Units	None	NC	<1940	0.849495	0	0	0	0.085747	0.0647577	0	0	102	1.39304e+06
Multi-Family with 5+ Units	Ducted Heat Pump	NC	1940-59	0	1	0	0	0	0	1	10222.1	17	32283.6
Multi-Family with 5+ Units	Ducted Heating	NC	1940-59	0.800324	0	0	0	0.0800128	0.119663	0	0	20	67722.9
Multi-Family with 5+ Units	Non-Ducted Heat Pump	NC	1940-59	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 5+ Units	Non-Ducted Heating	NC	1940-59	0.269775	0	0	0	0.156792	0.573433	0	0	33	90392.5
Multi-Family with 5+ Units	None	NC	1940-59	0.849495	0	0	0	0.085747	0.0647577	0	0	102	1.39304e+06
Multi-Family with 5+ Units	Ducted Heat Pump	NC	1960-79	0	1	0	0	0	0	2	22396.7	22	263040
Multi-Family with 5+ Units	Ducted Heating	NC	1960-79	0.895576	0	0	0	0.0594575	0.0449668	6	75594.7	56	530678
Multi-Family with 5+ Units	Non-Ducted Heat Pump	NC	1960-79	0	0	0	1	0	0	0	0	14	125655
Multi-Family with 5+ Units	Non-Ducted Heating	NC	1960-79	0.76079	0	0	0	0	0.23921	2	21499.7	23	173508
Multi-Family with 5+ Units	None	NC	1960-79	0.737349	0	0	0	0.12423	0.138421	0	0	16	296208
Multi-Family with 5+ Units	Ducted Heat Pump	NC	1980-99	0	1	0	0	0	0	6	70380.5	25	292056
Multi-Family with 5+ Units	Ducted Heating	NC	1980-99	0.865222	0	0	0	0.0815108	0.0532669	7	95250.4	58	589077
Multi-Family with 5+ Units	Non-Ducted Heat Pump	NC	1980-99	0	0	0	1	0	0	0	0	14	125655
