Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electricity	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Void	source_count	source_weight	fallback_count	fallback_weight
0-100%	Multi-Family with 5+ Units	Wood	TX	Not Available	0	0	0	0	1	2.82731e-18	2.80295e-18	4.42024	30446
0-100%	Multi-Family with 5+ Units	Wood	TX	Owner	0	0	0.993789	0.0062106	0	2.80731e-21	3.38521e-21	0.122891	567.364
0-100%	Multi-Family with 5+ Units	Wood	TX	Renter	0	0	0.993938	0.00606175	0	2.65108e-18	2.61152e-18	4.14472	28366.6
0-100%	Multi-Family with 5+ Units	Wood	UT	Not Available	0	0	0	0	1	8.42159e-19	7.39265e-19	0.65618	2956.43
0-100%	Multi-Family with 5+ Units	Wood	UT	Owner	0	0	1	0	0	2.30583e-55	2.2168e-59	3.45504e-21	1.47065e-17
0-100%	Multi-Family with 5+ Units	Wood	UT	Renter	0	0	1	0	0	8.42159e-19	7.39265e-19	0.65618	2956.43
0-100%	Multi-Family with 5+ Units	Wood	VA	Not Available	0	0	0	0	1	5.34627e-19	4.62135e-19	7.07688	47923.1
0-100%	Multi-Family with 5+ Units	Wood	VA	Owner	0	0	0.993743	0.00625662	0	6.07308e-21	2.92201e-21	0.173681	1276.73
0-100%	Multi-Family with 5+ Units	Wood	VA	Renter	0	0	0.993761	0.00623863	0	4.21813e-19	3.91563e-19	6.03163	40805.5
0-100%	Multi-Family with 5+ Units	Wood	VT	Not Available	0	0	0	0	1	0.0401594	56.1127	1.13171	6715.34
0-100%	Multi-Family with 5+ Units	Wood	VT	Owner	0	0	1	0	0	5.84837e-39	5.83111e-39	4.82442e-21	2.24839e-17
0-100%	Multi-Family with 5+ Units	Wood	VT	Renter	0	0	1	0	0	0.0401594	56.1127	1.02883	6168.49
0-100%	Multi-Family with 5+ Units	Wood	WA	Not Available	0	0	0	0	1	2.17436e-18	2.47218e-18	0.207155	1052.29
0-100%	Multi-Family with 5+ Units	Wood	WA	Owner	0	0	1	0	0	5.90481e-21	5.269e-21	0.0101261	24.5814
0-100%	Multi-Family with 5+ Units	Wood	WA	Renter	0	0	1	0	0	1.95198e-18	2.24919e-18	0.185968	957.371
0-100%	Multi-Family with 5+ Units	Wood	WI	Not Available	0	0	0	0	1	3.65615e-18	3.68998e-18	0.648438	4265
0-100%	Multi-Family with 5+ Units	Wood	WI	Owner	0	0	1	0	0	1.91753e-56	2.28371e-60	5.44134e-22	4.50256e-18
0-100%	Multi-Family with 5+ Units	Wood	WI	Renter	0	0	1	0	0	3.65615e-18	3.68998e-18	0.648438	4265
0-100%	Multi-Family with 5+ Units	Wood	WV	Not Available	0	0	0	0	1	8.0187e-18	8.53062e-18	5.64618	38548.5
0-100%	Multi-Family with 5+ Units	Wood	WV	Owner	0	0	0.993794	0.00620558	0	9.95091e-55	2.10193e-58	8.65026e-21	6.41098e-17
0-100%	Multi-Family with 5+ Units	Wood	WV	Renter	0	0	0.993812	0.00618773	0	8.0187e-18	8.53062e-18	5.22795	35658.7
0-100%	Multi-Family with 5+ Units	Wood	WY	Not Available	0	0	0	0	1	4.53874e-18	4.95202e-18	1.67836	13118.2
0-100%	Multi-Family with 5+ Units	Wood	WY	Owner	0	0	1	0	0	8.41691e-55	4.25752e-58	1.49637e-20	1.10495e-16
0-100%	Multi-Family with 5+ Units	Wood	WY	Renter	0	0	1	0	0	4.53874e-18	4.95202e-18	1.67836	13118.2
0-100%	Single-Family Attached	Electricity	AK	Not Available	0	0	0	0	1	0.0789707	34.0936	0.351833	299.643
0-100%	Single-Family Attached	Electricity	AK	Owner	0	0	1	0	0	0.00661226	1.69972	0.0465527	38.8245
0-100%	Single-Family Attached	Electricity	AK	Renter	0	0	1	0	0	0.0383363	20.5684	0.111334	97.6808
0-100%	Single-Family Attached	Electricity	AL	Not Available	0	0	0	0	1	0.586111	1900.49	2.86826	5419.17
0-100%	Single-Family Attached	Electricity	AL	Owner	0.0177618	0	0.982238	0	0	0.040397	56.4264	1.90278	7518.5
0-100%	Single-Family Attached	Electricity	AL	Renter	0.0699385	0	0.930062	0	0	0.291071	1301.97	1.89923	3980.62
0-100%	Single-Family Attached	Electricity	AR	Not Available	0	0	0	0	1	0.178131	387.183	1.89334	7203.05
0-100%	Single-Family Attached	Electricity	AR	Owner	0.126196	0	0.873804	0	0	0.00850184	14.1118	1.88946	14026.3
0-100%	Single-Family Attached	Electricity	AR	Renter	0	0	1	0	0	0.108093	253.459	1.25336	4819.11
0-100%	Single-Family Attached	Electricity	AZ	Not Available	0	0	0	0	1	0.118634	415.168	1.00177	4092.87
0-100%	Single-Family Attached	Electricity	AZ	Owner	0	0	1	0	0	2.23579e-38	2.35934e-38	4.46946e-21	1.85467e-17
0-100%	Single-Family Attached	Electricity	AZ	Renter	0	0	1	0	0	0.118634	415.168	0.408887	1632.6
0-100%	Single-Family Attached	Electricity	CA	Not Available	0	0	0	0	1	0.207751	1416.97	0.202911	1383.64
0-100%	Single-Family Attached	Electricity	CA	Owner	0	0	1	0	0	0.0219408	142.241	0.232155	1953.32
0-100%	Single-Family Attached	Electricity	CA	Renter	0	0	1	0	0	0.0946187	661.32	0.0924144	645.767
0-100%	Single-Family Attached	Electricity	CO	Not Available	0	0	0	0	1	3.29103e-39	4.57162e-39	6.32372e-21	1.42875e-17
0-100%	Single-Family Attached	Electricity	CO	Owner	0.0959233	0	0.904077	0	0	3.29103e-39	4.57162e-39	3.79423e-21	1.02904e-17
0-100%	Single-Family Attached	Electricity	CO	Renter	0	0	1	0	0	3.29103e-39	4.57162e-39	2.52949e-21	3.99712e-18
0-100%	Single-Family Attached	Electricity	CT	Not Available	0	0	0	0	1	0.0916529	291.445	0.438044	1095.01
0-100%	Single-Family Attached	Electricity	CT	Owner	0	0	1	0	0	0.0192003	51.1613	0.600648	1474.49
0-100%	Single-Family Attached	Electricity	CT	Renter	0	0	1	0	0	0.0266261	98.3875	0.300787	819.028
0-100%	Single-Family Attached	Electricity	DC	Not Available	0	0	0	0	1	0.0355431	26.3607	0.295139	1106.67
0-100%	Single-Family Attached	Electricity	DC	Owner	0.178673	0	0.821327	0	0	1.35922e-38	1.38781e-38	1.72377e-21	6.29913e-18
0-100%	Single-Family Attached	Electricity	DC	Renter	0	0	1	0	0	0.0355431	26.3607	0.220013	832.138
0-100%	Single-Family Attached	Electricity	DE	Not Available	0	0	0	0	1	0.0093124	22.3635	6.35601	54293
0-100%	Single-Family Attached	Electricity	DE	Owner	0.24877	0	0.75123	0	0	3.73867e-38	3.60456e-38	6.4954e-20	5.40723e-16
0-100%	Single-Family Attached	Electricity	DE	Renter	0	0	1	0	0	0.0093124	22.3635	4.73812	40824.5
0-100%	Single-Family Attached	Electricity	FL	Not Available	0	0	0	0	1	0.392864	3212.04	2.03071	11085.1
0-100%	Single-Family Attached	Electricity	FL	Owner	0.0529026	0	0.947097	0	0	0.0958523	619.509	0.227011	1207.67
0-100%	Single-Family Attached	Electricity	FL	Renter	0	0	1	0	0	0.0979242	1010.28	0.848986	4674.62
0-100%	Single-Family Attached	Electricity	GA	Not Available	0	0	0	0	1	0.394499	3099.94	1.84572	11816.5
0-100%	Single-Family Attached	Electricity	GA	Owner	0.108152	0	0.891848	0	0	0.00347541	11.7888	0.0289727	180.769
0-100%	Single-Family Attached	Electricity	GA	Renter	0	0	1	0	0	0.31729	2729.4	1.29105	8337.26
0-100%	Single-Family Attached	Electricity	HI	Not Available	0	0	0	0	1	0.0172613	20.595	0.144679	277.867
0-100%	Single-Family Attached	Electricity	HI	Owner	0	0	1	0	0	1.82429e-38	2.07035e-38	2.86698e-21	5.26441e-18
0-100%	Single-Family Attached	Electricity	HI	Renter	0.0557413	0	0.944259	0	0	0.0172613	20.595	0.171806	227.329
0-100%	Single-Family Attached	Electricity	IA	Not Available	0	0	0	0	1	9.57591e-39	1.30069e-38	8.21748e-21	2.79502e-17
0-100%	Single-Family Attached	Electricity	IA	Owner	0.00297502	0	0.997025	0	0	9.57591e-39	1.30069e-38	3.78004e-20	1.70318e-16
0-100%	Single-Family Attached	Electricity	IA	Renter	0	0	1	0	0	9.57591e-39	1.30069e-38	5.47832e-21	1.93481e-17
0-100%	Single-Family Attached	Electricity	ID	Not Available	0	0	0	0	1	0.0535295	98.0118	1.10994	3486.07
0-100%	Single-Family Attached	Electricity	ID	Owner	0.0134333	0	0.986567	0	0	7.18259e-38	7.05854e-38	1.78718e-20	6.73797e-17
0-100%	Single-Family Attached	Electricity	ID	Renter	0	0	1	0	0	0.0535295	98.0118	0.443975	975.272
0-100%	Single-Family Attached	Electricity	IL	Not Available	0	0	0	0	1	0.0237697	110.616	0.403712	1912.22
0-100%	Single-Family Attached	Electricity	IL	Owner	0	0	1	0	0	0.000499473	2.39327	0.168647	1488.56
0-100%	Single-Family Attached	Electricity	IL	Renter	0	0	1	0	0	0.0173772	80.4679	0.30301	1430.89
0-100%	Single-Family Attached	Electricity	IN	Not Available	0	0	0	0	1	0.0360669	109.368	0.453947	2845.21
0-100%	Single-Family Attached	Electricity	IN	Owner	0	0	1	0	0	0.00235336	7.45026	0.336483	3930.02
0-100%	Single-Family Attached	Electricity	IN	Renter	0	0	1	0	0	0.0199901	59.7284	0.295211	1844.7
0-100%	Single-Family Attached	Electricity	KS	Not Available	0	0	0	0	1	0.0237405	98.3899	0.60953	2085.84
0-100%	Single-Family Attached	Electricity	KS	Owner	0.0237857	0.00263664	0.973578	0	0	1.26221e-38	1.11248e-38	2.98143e-20	1.35153e-16
0-100%	Single-Family Attached	Electricity	KS	Renter	0	0	1	0	0	0.0237405	98.3899	0.406354	1443.88
0-100%	Single-Family Attached	Electricity	KY	Not Available	0	0	0	0	1	0.650098	1308.52	0.900405	1607.22
0-100%	Single-Family Attached	Electricity	KY	Owner	0.0417947	0	0.958205	0	0	0.00863079	18.6814	0.414203	1546.25
0-100%	Single-Family Attached	Electricity	KY	Renter	0.153534	0	0.846466	0	0	0.508818	1014.5	0.634256	1255.92
0-100%	Single-Family Attached	Electricity	LA	Not Available	0	0	0	0	1	0.0781296	219.799	1.03803	3963.51
0-100%	Single-Family Attached	Electricity	LA	Owner	0.00614088	0	0.993859	0	0	7.18363e-38	7.4326e-38	9.97798e-20	7.43413e-16
0-100%	Single-Family Attached	Electricity	LA	Renter	0	0	1	0	0	0.0781296	219.799	0.849297	3277.43
0-100%	Single-Family Attached	Electricity	MA	Not Available	0	0	0	0	1	0.00979371	28.5556	0.033243	84.8375
0-100%	Single-Family Attached	Electricity	MA	Owner	0	0	1	0	0	0.00369416	9.14137	0.0615559	154.269
0-100%	Single-Family Attached	Electricity	MA	Renter	0	0	1	0	0	0.00141749	5.38369	0.0170587	47.4209
0-100%	Single-Family Attached	Electricity	MD	Not Available	0	0	0	0	1	0.205918	846.878	0.194539	805.48
0-100%	Single-Family Attached	Electricity	MD	Owner	0	0	1	0	0	0.0239998	103.535	0.0793576	422.052
0-100%	Single-Family Attached	Electricity	MD	Renter	0	0	1	0	0	0.0892794	358.191	0.432272	2379.48
0-100%	Single-Family Attached	Electricity	ME	Not Available	0	0	0	0	1	1.97895e-38	2.23454e-38	1.08332e-20	3.40808e-17
0-100%	Single-Family Attached	Electricity	ME	Owner	0	0	1	0	0	1.97895e-38	2.23454e-38	3.54542e-20	1.09532e-16
0-100%	Single-Family Attached	Electricity	ME	Renter	0	0	1	0	0	1.97895e-38	2.23454e-38	1.28029e-20	4.38731e-17
0-100%	Single-Family Attached	Electricity	MI	Not Available	0	0	0	0	1	0.0275544	162.726	0.832264	3724.38
0-100%	Single-Family Attached	Electricity	MI	Owner	0	0	1	0	0	0.000627765	4.13872	0.37695	3143.39
0-100%	Single-Family Attached	Electricity	MI	Renter	0	0	1	0	0	0.0198515	114.962	0.615591	2746.43
0-100%	Single-Family Attached	Electricity	MN	Not Available	0	0	0	0	1	0.0043871	14.5962	0.45567	1284.4
0-100%	Single-Family Attached	Electricity	MN	Owner	0.0292247	0	0.970775	0	0	1.36154e-39	1.26529e-39	1.95156e-20	7.28698e-17
0-100%	Single-Family Attached	Electricity	MN	Renter	0	0	1	0	0	0.0043871	14.5962	0.30378	889.101
0-100%	Single-Family Attached	Electricity	MO	Not Available	0	0	0	0	1	0.181694	1119.91	0.895909	2491.17
0-100%	Single-Family Attached	Electricity	MO	Owner	0.0202511	0	0.979749	0	0	0.0601054	340.429	2.27218	8369.5
0-100%	Single-Family Attached	Electricity	MO	Renter	0	0	1	0	0	0.0326072	225.43	0.26797	773.695
0-100%	Single-Family Attached	Electricity	MS	Not Available	0	0	0	0	1	0.0480432	84.3182	0.800758	1599.51
0-100%	Single-Family Attached	Electricity	MS	Owner	0.0530489	0	0.946951	0	0	0.00412717	2.48899	0.529679	2212.72
0-100%	Single-Family Attached	Electricity	MS	Renter	0.188944	0	0.811056	0	0	0.0198944	57.8336	0.530543	1175.61
0-100%	Single-Family Attached	Electricity	MT	Not Available	0	0	0	0	1	0.0785697	161.766	1.63543	4835.28
0-100%	Single-Family Attached	Electricity	MT	Owner	0.0122304	0	0.98777	0	0	9.94262e-38	1.03619e-37	2.48348e-20	8.81399e-17
0-100%	Single-Family Attached	Electricity	MT	Renter	0	0	1	0	0	0.0785697	161.766	0.654173	1352.73
0-100%	Single-Family Attached	Electricity	NC	Not Available	0	0	0	0	1	0.300886	1962.5	1.47311	9432.02
0-100%	Single-Family Attached	Electricity	NC	Owner	0	0	1	0	0	0.00414892	23.8812	0.0413642	258.109
0-100%	Single-Family Attached	Electricity	NC	Renter	0	0	1	0	0	0.234233	1553.41	0.977	6309.86
0-100%	Single-Family Attached	Electricity	ND	Not Available	0	0	0	0	1	0.0464416	34.974	0.194558	438.053
0-100%	Single-Family Attached	Electricity	ND	Owner	0	0	1	0	0	0.0200631	14.6862	0.579948	1729.75
0-100%	Single-Family Attached	Electricity	ND	Renter	0	0	1	0	0	0.00544897	4.33314	0.0456548	106.735
0-100%	Single-Family Attached	Electricity	NE	Not Available	0	0	0	0	1	0.0173548	52.9955	0.294225	1070.49
0-100%	Single-Family Attached	Electricity	NE	Owner	0.00145016	0.0025238	0.996026	0	0	6.62826e-38	7.73036e-38	5.16914e-20	2.49137e-16
0-100%	Single-Family Attached	Electricity	NE	Renter	0	0	1	0	0	0.0173548	52.9955	0.19615	741.03
0-100%	Single-Family Attached	Electricity	NH	Not Available	0	0	0	0	1	0.0025134	3.89472	0.117878	359.131
0-100%	Single-Family Attached	Electricity	NH	Owner	0	0	1	0	0	1.75192e-38	1.89226e-38	2.68902e-20	8.0452e-17
0-100%	Single-Family Attached	Electricity	NH	Renter	0	0	1	0	0	0.0025134	3.89472	0.13931	462.318
0-100%	Single-Family Attached	Electricity	NJ	Not Available	0	0	0	0	1	0.0367668	192.085	0.643975	5599.05
0-100%	Single-Family Attached	Electricity	NJ	Owner	0	0	1	0	0	0.000332839	0.771337	0.0850166	737.606
0-100%	Single-Family Attached	Electricity	NJ	Renter	0	0	1	0	0	0.0295174	168.512	0.402111	3373.93
0-100%	Single-Family Attached	Electricity	NM	Not Available	0	0	0	0	1	0.00312851	6.40853	1.48183	6070.62
0-100%	Single-Family Attached	Electricity	NM	Owner	0	0	1	0	0	1.30626e-38	1.11724e-38	3.66179e-20	1.52364e-16
0-100%	Single-Family Attached	Electricity	NM	Renter	0	0	1	0	0	0.00312851	6.40853	0.604829	2421.51
0-100%	Single-Family Attached	Electricity	NV	Not Available	0	0	0	0	1	0.0799145	217.119	2.30018	9082.37
0-100%	Single-Family Attached	Electricity	NV	Owner	0	0	1	0	0	0.024268	80.0894	0.826805	3315.83
0-100%	Single-Family Attached	Electricity	NV	Renter	0	0	1	0	0	0.0156892	33.4742	0.36864	1422.52
0-100%	Single-Family Attached	Electricity	NY	Not Available	0	0	0	0	1	0.0249156	207.665	0.113771	981.016
0-100%	Single-Family Attached	Electricity	NY	Owner	0	0	1	0	0	0.00131734	14.513	0.0626594	539.147
0-100%	Single-Family Attached	Electricity	NY	Renter	0	0	1	0	0	0.0146631	112.381	0.0557962	464.295
0-100%	Single-Family Attached	Electricity	OH	Not Available	0	0	0	0	1	0.0107821	69.698	0.416898	1537.92
0-100%	Single-Family Attached	Electricity	OH	Owner	0	0	1	0	0	4.38936e-39	4.62033e-39	9.63994e-21	6.62675e-17
0-100%	Single-Family Attached	Electricity	OH	Renter	0	0	1	0	0	0.0107821	69.698	0.36687	1349.27
0-100%	Single-Family Attached	Electricity	OK	Not Available	0	0	0	0	1	0.498633	1781.88	3.61539	12544.8
0-100%	Single-Family Attached	Electricity	OK	Owner	0.0688978	0	0.931102	0	0	0.0124491	39.9851	2.83099	19167.5
0-100%	Single-Family Attached	Electricity	OK	Renter	0	0	1	0	0	0.353282	1288.02	2.51493	8819.42
0-100%	Single-Family Attached	Electricity	OR	Not Available	0	0	0	0	1	0.155084	624.29	0.403841	1761.22
0-100%	Single-Family Attached	Electricity	OR	Owner	0	0	1	0	0	4.70255e-38	5.16609e-38	1.0854e-20	6.17276e-17
0-100%	Single-Family Attached	Electricity	OR	Renter	0	0	1	0	0	0.155084	624.29	0.293702	1278.71
0-100%	Single-Family Attached	Electricity	PA	Not Available	0	0	0	0	1	0.113821	921.142	0.111531	906.158
0-100%	Single-Family Attached	Electricity	PA	Owner	0	0	1	0	0	0.02884	236.555	0.235497	1673.81
0-100%	Single-Family Attached	Electricity	PA	Renter	0	0	1	0	0	0.0280706	224.101	0.0733486	504.175
0-100%	Single-Family Attached	Electricity	RI	Not Available	0	0	0	0	1	0.0149671	19.5751	0.248462	727.211
0-100%	Single-Family Attached	Electricity	RI	Owner	0	0	1	0	0	3.03041e-38	3.20992e-38	3.2928e-20	9.46425e-17
0-100%	Single-Family Attached	Electricity	RI	Renter	0	0	1	0	0	0.0149671	19.5751	0.293637	936.157
0-100%	Single-Family Attached	Electricity	SC	Not Available	0	0	0	0	1	0.219483	1096.71	0.60589	3041.24
0-100%	Single-Family Attached	Electricity	SC	Owner	0	0	1	0	0	0.048942	218.128	0.0687811	336.462
0-100%	Single-Family Attached	Electricity	SC	Renter	0	0	1	0	0	0.0607997	336.629	0.250233	1266.95
0-100%	Single-Family Attached	Electricity	SD	Not Available	0	0	0	0	1	0.00142672	1.23885	0.118389	450.323
0-100%	Single-Family Attached	Electricity	SD	Owner	0.00219407	0	0.997806	0	0	2.26043e-38	3.10974e-38	8.62822e-20	4.34761e-16
0-100%	Single-Family Attached	Electricity	SD	Renter	0	0	1	0	0	0.00142672	1.23885	0.0789258	311.728
0-100%	Single-Family Attached	Electricity	TN	Not Available	0	0	0	0	1	0.146572	413.376	0.493472	1073.69
0-100%	Single-Family Attached	Electricity	TN	Owner	0	0	0.987011	0.0129886	0	3.53177e-38	3.84018e-38	1.83116e-20	8.33245e-17
0-100%	Single-Family Attached	Electricity	TN	Renter	0	0	1	0	0	0.146572	413.376	0.394778	952.859
0-100%	Single-Family Attached	Electricity	TX	Not Available	0	0	0	0	1	0.51864	2547.74	0.394009	1926.1
0-100%	Single-Family Attached	Electricity	TX	Owner	0	0	1	0	0	0.0206538	101.01	0.902212	6582.82
0-100%	Single-Family Attached	Electricity	TX	Renter	0	0	1	0	0	0.332297	1634.16	0.568001	2146.54
0-100%	Single-Family Attached	Electricity	UT	Not Available	0	0	0	0	1	0.000581604	1.19916	0.262953	669.386
0-100%	Single-Family Attached	Electricity	UT	Owner	0.0737637	0	0.926236	0	0	2.81044e-39	2.80009e-39	7.6239e-21	2.3297e-17
0-100%	Single-Family Attached	Electricity	UT	Renter	0	0	1	0	0	0.000581604	1.19916	0.105181	187.269
0-100%	Single-Family Attached	Electricity	VA	Not Available	0	0	0	0	1	0.0546474	276.515	0.583833	3135.09
0-100%	Single-Family Attached	Electricity	VA	Owner	0	0	1	0	0	7.08517e-39	7.43702e-39	7.70715e-22	4.03335e-18
0-100%	Single-Family Attached	Electricity	VA	Renter	0	0	1	0	0	0.0546474	276.515	0.435221	2357.37
0-100%	Single-Family Attached	Electricity	VT	Not Available	0	0	0	0	1	1.75934e-19	2.19826e-19	0.135834	494.701
0-100%	Single-Family Attached	Electricity	VT	Owner	0	0	1	0	0	2.56429e-54	4.66997e-57	6.47942e-20	2.31735e-16
0-100%	Single-Family Attached	Electricity	VT	Renter	0	0	1	0	0	1.75934e-19	2.19826e-19	0.160531	636.84
0-100%	Single-Family Attached	Electricity	WA	Not Available	0	0	0	0	1	0.0283395	212.771	0.215361	1071.33
0-100%	Single-Family Attached	Electricity	WA	Owner	0.127066	0	0.872934	0	0	3.92478e-38	4.08092e-38	8.81212e-21	5.7164e-17
0-100%	Single-Family Attached	Electricity	WA	Renter	0	0	1	0	0	0.0283395	212.771	0.156626	777.824
0-100%	Single-Family Attached	Electricity	WI	Not Available	0	0	0	0	1	0.0268629	109.191	0.877983	5324.81
0-100%	Single-Family Attached	Electricity	WI	Owner	0	0	1	0	0	3.10012e-39	3.63563e-39	1.4388e-20	1.62608e-16
0-100%	Single-Family Attached	Electricity	WI	Renter	0	0	1	0	0	0.0268629	109.191	0.772625	4671.65
0-100%	Single-Family Attached	Electricity	WV	Not Available	0	0	0	0	1	0.404967	1170.98	9.42053	58595.6
0-100%	Single-Family Attached	Electricity	WV	Owner	0.0206737	0	0.979326	0	0	0.0242723	67.3056	0.574899	3484.91
0-100%	Single-Family Attached	Electricity	WV	Renter	0	0	1	0	0	0.230908	676.809	5.33894	33496.6
0-100%	Single-Family Attached	Electricity	WY	Not Available	0	0	0	0	1	0.0481249	25.9148	0.983847	3090.57
0-100%	Single-Family Attached	Electricity	WY	Owner	0.0667497	0	0.93325	0	0	1.06998e-37	1.15293e-37	3.93737e-20	1.48471e-16
0-100%	Single-Family Attached	Electricity	WY	Renter	0	0	1	0	0	0.0481249	25.9148	0.393539	864.628
0-100%	Single-Family Attached	Fuel Oil	AK	Not Available	0	0	0	0	1	0.0701962	30.4087	1.93508	2109.63
0-100%	Single-Family Attached	Fuel Oil	AK	Owner	0.11689	0	0.88311	0	0	0.00587756	1.51601	0.25604	273.344
0-100%	Single-Family Attached	Fuel Oil	AK	Renter	0	0	1	0	0	0.0340767	18.3453	0.612339	687.722
0-100%	Single-Family Attached	Fuel Oil	AL	Not Available	0	0	0	0	1	8.37302e-18	7.82865e-18	4.65296	20820.7
0-100%	Single-Family Attached	Fuel Oil	AL	Owner	0.00227492	0	0.59833	0.399395	0	5.77099e-19	2.32436e-19	3.08673	28886.4
0-100%	Single-Family Attached	Fuel Oil	AL	Renter	0.0155649	0	0.984435	0	0	4.15816e-18	5.36319e-18	3.08097	15293.7
0-100%	Single-Family Attached	Fuel Oil	AR	Not Available	0	0	0	0	1	2.96886e-18	2.74003e-18	2.52446	17187.3
0-100%	Single-Family Attached	Fuel Oil	AR	Owner	0.280079	0	0.719921	0	0	1.41697e-19	9.98667e-20	2.51927	33468.2
0-100%	Single-Family Attached	Fuel Oil	AR	Renter	0	0	1	0	0	1.80155e-18	1.79369e-18	1.67114	11498.9
0-100%	Single-Family Attached	Fuel Oil	AZ	Not Available	0	0	0	0	1	4.94307e-19	6.39942e-19	1.66962	11733.2
0-100%	Single-Family Attached	Fuel Oil	AZ	Owner	0	0	1	0	0	9.3158e-56	3.63671e-59	7.4491e-21	5.31686e-17
0-100%	Single-Family Attached	Fuel Oil	AZ	Renter	0	0	1	0	0	4.94307e-19	6.39942e-19	0.681478	4680.25
0-100%	Single-Family Attached	Fuel Oil	CA	Not Available	0	0	0	0	1	7.69446e-19	7.28288e-19	0.668854	5104.42
0-100%	Single-Family Attached	Fuel Oil	CA	Owner	0.237053	0	0.762947	0	0	8.12624e-20	7.31084e-20	0.765252	7206.04
0-100%	Single-Family Attached	Fuel Oil	CA	Renter	0	0	1	0	0	3.5044e-19	3.39903e-19	0.304625	2382.31
0-100%	Single-Family Attached	Fuel Oil	CO	Not Available	0	0	0	0	1	8.22758e-56	2.04283e-59	3.06201e-20	8.23935e-17
0-100%	Single-Family Attached	Fuel Oil	CO	Owner	0.367405	0	0.629661	0.00293345	0	8.22758e-56	2.04283e-59	1.83721e-20	5.93428e-17
0-100%	Single-Family Attached	Fuel Oil	CO	Renter	0	0	0.995455	0.00454486	0	8.22758e-56	2.04283e-59	1.22481e-20	2.30506e-17
0-100%	Single-Family Attached	Fuel Oil	CT	Not Available	0	0	0	0	1	0.0407346	137.818	0.399953	772.049
0-100%	Single-Family Attached	Fuel Oil	CT	Owner	0	0	1	0	0	0.00853348	24.193	0.548417	1039.61
0-100%	Single-Family Attached	Fuel Oil	CT	Renter	0	0	1	0	0	0.0118338	46.5251	0.274632	577.464
0-100%	Single-Family Attached	Fuel Oil	DC	Not Available	0	0	0	0	1	2.73408e-19	2.01573e-19	4.26817	103450
0-100%	Single-Family Attached	Fuel Oil	DC	Owner	0.0641458	0	0.935854	0	0	1.04556e-55	1.06122e-58	2.49284e-20	5.88831e-16
0-100%	Single-Family Attached	Fuel Oil	DC	Renter	0	0	1	0	0	2.73408e-19	2.01573e-19	3.18173	77786.8
0-100%	Single-Family Attached	Fuel Oil	DE	Not Available	0	0	0	0	1	0.00133034	4.27931	6.75102	67032.5
0-100%	Single-Family Attached	Fuel Oil	DE	Owner	0.290183	0	0.709817	0	0	5.34096e-39	6.8974e-39	6.89906e-20	6.676e-16
0-100%	Single-Family Attached	Fuel Oil	DE	Renter	0	0	1	0	0	0.00133034	4.27931	5.03258	50403.7
0-100%	Single-Family Attached	Fuel Oil	FL	Not Available	0	0	0	0	1	9.82159e-19	9.73498e-19	9.54435	41070.2
0-100%	Single-Family Attached	Fuel Oil	FL	Owner	0.0540727	0	0.945927	0	0	2.39631e-19	1.87759e-19	1.06695	4474.41
0-100%	Single-Family Attached	Fuel Oil	FL	Renter	0	0	1	0	0	2.44811e-19	3.06194e-19	3.99023	17319.5
0-100%	Single-Family Attached	Fuel Oil	GA	Not Available	0	0	0	0	1	1.64375e-18	1.85384e-18	14.4581	86385.9
0-100%	Single-Family Attached	Fuel Oil	GA	Owner	0.0540025	0	0.945997	0	0	1.44809e-20	7.04998e-21	0.226953	1321.53
0-100%	Single-Family Attached	Fuel Oil	GA	Renter	0	0	1	0	0	1.32204e-18	1.63224e-18	10.1132	60950.4
0-100%	Single-Family Attached	Fuel Oil	HI	Not Available	0	0	0	0	1	4.31533e-19	4.31565e-19	2.64762	15622.6
0-100%	Single-Family Attached	Fuel Oil	HI	Owner	0	0	1	0	0	4.56072e-55	4.33838e-58	5.24658e-20	2.95982e-16
0-100%	Single-Family Attached	Fuel Oil	HI	Renter	0.0219488	0	0.978051	0	0	4.31533e-19	4.31565e-19	3.14405	12781.2
0-100%	Single-Family Attached	Fuel Oil	IA	Not Available	0	0	0	0	1	3.19197e-55	1.06483e-58	5.00093e-20	2.86049e-16
0-100%	Single-Family Attached	Fuel Oil	IA	Owner	0.00381781	0	0.99133	0.00485215	0	3.19197e-55	1.06483e-58	2.30043e-19	1.74307e-15
0-100%	Single-Family Attached	Fuel Oil	IA	Renter	0	0	0.99517	0.00483001	0	3.19197e-55	1.06483e-58	3.33395e-20	1.98012e-16
0-100%	Single-Family Attached	Fuel Oil	ID	Not Available	0	0	0	0	1	1.07059e-18	1.19716e-18	5.37444	20103.5
0-100%	Single-Family Attached	Fuel Oil	ID	Owner	0.0693759	0	0.926471	0.00415278	0	1.43652e-54	8.62163e-58	8.65372e-20	3.88566e-16
0-100%	Single-Family Attached	Fuel Oil	ID	Renter	0	0	0.995626	0.00437351	0	1.07059e-18	1.19716e-18	2.14978	5624.21
0-100%	Single-Family Attached	Fuel Oil	IL	Not Available	0	0	0	0	1	5.94241e-19	6.68469e-19	3.57574	32421.7
