Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None	source_count	source_weight	fallback_count	fallback_weight
Mobile Home	Electricity	AK	1940s	0.0950003	0.179756	0.199096	0.526147	0	0	0	39	94502.8
Mobile Home	Fuel Oil	AK	1940s	0	0.709307	0	0.290693	0	0	0	11	10806.8
Mobile Home	Natural Gas	AK	1940s	0	0.89701	0	0.10299	0	0	0	137	384027
Mobile Home	None	AK	1940s	0	0	0	0	1	0	0	21	26122.5
Mobile Home	Other Fuel	AK	1940s	0	0.0292887	0	0.970711	0	0	0	14	24132.1
Mobile Home	Propane	AK	1940s	0	0.709307	0	0.290693	0	0	0	11	10806.8
Mobile Home	Wood	AK	1940s	0	0.0292887	0	0.970711	0	0	0	14	24132.1
Mobile Home	Electricity	AK	1950s	0.227094	0.208033	0.127123	0.43775	0	0	0	36	298769
Mobile Home	Fuel Oil	AK	1950s	0	0.572786	0	0.427214	0	0	0	31	111225
Mobile Home	Natural Gas	AK	1950s	0	0.846422	0	0.153578	0	1	802.902	135	1.20522e+06
Mobile Home	None	AK	1950s	0	0	0	0	1	0	0	30	186213
Mobile Home	Other Fuel	AK	1950s	0	0	0	1	0	0	0	10	52339.3
Mobile Home	Propane	AK	1950s	0	0.572786	0	0.427214	0	0	0	31	111225
Mobile Home	Wood	AK	1950s	0	0	0	1	0	0	0	10	52339.3
Mobile Home	Electricity	AK	1960s	0.169355	0.20166	0.0557897	0.573196	0	0	0	37	262580
Mobile Home	Fuel Oil	AK	1960s	0	0.692169	0	0.307831	0	0	0	15	74964.9
Mobile Home	Natural Gas	AK	1960s	0	0.163098	0	0.836902	0	0	0	10	8116.27
Mobile Home	None	AK	1960s	0	0	0	0	1	0	0	35	127200
Mobile Home	Other Fuel	AK	1960s	0	0	0	1	0	0	0	12	60246.9
Mobile Home	Propane	AK	1960s	0	0.692169	0	0.307831	0	0	0	15	74964.9
Mobile Home	Wood	AK	1960s	0	0	0	1	0	0	0	12	60246.9
Mobile Home	Electricity	AK	1970s	0.313229	0.259588	0.0583193	0.368864	0	0	0	80	527244
Mobile Home	Fuel Oil	AK	1970s	0	0.196557	0	0.803443	0	2	1883.87	13	11862.8
Mobile Home	Natural Gas	AK	1970s	0	0.444095	0	0.555905	0	5	4694.51	40	29261.2
Mobile Home	None	AK	1970s	0	0	0	0	1	0	0	51	196753
Mobile Home	Other Fuel	AK	1970s	0	0	0	1	0	0	0	14	97025
Mobile Home	Propane	AK	1970s	0	0.470686	0	0.529314	0	1	931.675	23	72071.3
Mobile Home	Wood	AK	1970s	0	0	0	1	0	0	0	14	97025
Mobile Home	Electricity	AK	1980s	0.329161	0.41013	0.0214798	0.239229	0	0	0	45	293810
Mobile Home	Fuel Oil	AK	1980s	0	0.131715	0	0.868285	0	0	0	15	11598.5
Mobile Home	Natural Gas	AK	1980s	0	0.636695	0	0.363305	0	1	1281.42	41	30287.8
Mobile Home	None	AK	1980s	0	0	0	0	1	0	0	40	122573
Mobile Home	Other Fuel	AK	1980s	0	0	0	1	0	0	0	11	77541.8
Mobile Home	Propane	AK	1980s	0	0.751062	0	0.248938	0	0	0	22	90805.1
Mobile Home	Wood	AK	1980s	0	0	0	1	0	0	0	11	77541.8
Mobile Home	Electricity	AK	1990s	0.360685	0.313789	0.0115936	0.313933	0	0	0	51	324036
Mobile Home	Fuel Oil	AK	1990s	0	0.836653	0	0.163347	0	0	0	16	74708.5
Mobile Home	Natural Gas	AK	1990s	0	0.66177	0	0.33823	0	0	0	17	14068.6
Mobile Home	None	AK	1990s	0	0	0	0	1	0	0	37	93998
Mobile Home	Other Fuel	AK	1990s	0	0	0	1	0	0	0	10	51677.9
Mobile Home	Propane	AK	1990s	0	0.836653	0	0.163347	0	0	0	16	74708.5
Mobile Home	Wood	AK	1990s	0	0	0	1	0	0	0	10	51677.9
Mobile Home	Electricity	AK	2000s	0.331535	0.326132	0.0769314	0.265402	0	0	0	51	265148
Mobile Home	Fuel Oil	AK	2000s	0	0.194183	0	0.805817	0	0	0	17	13001.8
Mobile Home	Natural Gas	AK	2000s	0	0.64608	0	0.35392	0	0	0	29	19857.7
Mobile Home	None	AK	2000s	0	0	0	0	1	0	0	28	87678.3
Mobile Home	Other Fuel	AK	2000s	0	0	0	1	0	0	0	13	48008.7
Mobile Home	Propane	AK	2000s	0	0.850267	0	0.149733	0	0	0	24	69971.6
Mobile Home	Wood	AK	2000s	0	0	0	1	0	0	0	13	48008.7
Mobile Home	Electricity	AK	2010s	0.264721	0.463384	0.122897	0.148997	0	0	0	25	99188
Mobile Home	Fuel Oil	AK	2010s	0	0.621102	0	0.378898	0	1	944.437	10	21113.7
Mobile Home	Natural Gas	AK	2010s	0	0.639309	0	0.360691	0	1	967.128	19	12487.5
Mobile Home	None	AK	2010s	0	0	0	0	1	0	0	16	31485.3
Mobile Home	Other Fuel	AK	2010s	0	0	0	1	0	0	0	21	72619.7
Mobile Home	Propane	AK	2010s	0	0.621102	0	0.378898	0	0	0	10	21113.7
Mobile Home	Wood	AK	2010s	0	0	0	1	0	0	0	21	72619.7
Mobile Home	Electricity	AK	<1940	0.0950003	0.179756	0.199096	0.526147	0	0	0	39	244217
Mobile Home	Fuel Oil	AK	<1940	0	0.709307	0	0.290693	0	0	0	11	27927.3
Mobile Home	Natural Gas	AK	<1940	0	0.89701	0	0.10299	0	0	0	137	992415
Mobile Home	None	AK	<1940	0	0	0	0	1	0	0	21	67506.6
Mobile Home	Other Fuel	AK	<1940	0	0.0292887	0	0.970711	0	0	0	14	62362.8
Mobile Home	Propane	AK	<1940	0	0.709307	0	0.290693	0	0	0	11	27927.3
Mobile Home	Wood	AK	<1940	0	0.0292887	0	0.970711	0	0	0	14	62362.8
Multi-Family with 2 - 4 Units	Electricity	AK	1940s	0	0.0920464	0	0.907954	0	1	287.439	27	96883.8
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1940s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Natural Gas	AK	1940s	0	0.473764	0	0.526236	0	0	0	17	68970.9
Multi-Family with 2 - 4 Units	None	AK	1940s	0	0	0	0	1	0	0	10	32942.7
Multi-Family with 2 - 4 Units	Other Fuel	AK	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Propane	AK	1940s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Wood	AK	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Electricity	AK	1950s	0	0.315381	0	0.684619	0	1	1157.15	11	110808
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1950s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Natural Gas	AK	1950s	0	0.564095	0	0.435905	0	0	0	16	204792
Multi-Family with 2 - 4 Units	None	AK	1950s	0	0	0	0	1	0	0	20	205986
Multi-Family with 2 - 4 Units	Other Fuel	AK	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Propane	AK	1950s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Wood	AK	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Electricity	AK	1960s	0.114439	0.286919	0	0.598641	0	2	2134.45	29	308421
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1960s	0	0.397426	0	0.602574	0	1	1078.84	12	63450.8
Multi-Family with 2 - 4 Units	Natural Gas	AK	1960s	0	0.652987	0	0.347013	0	1	1005.49	15	208984
Multi-Family with 2 - 4 Units	None	AK	1960s	0	0	0	0	1	0	0	21	160559
Multi-Family with 2 - 4 Units	Other Fuel	AK	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Propane	AK	1960s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Wood	AK	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Electricity	AK	1970s	0.0700183	0.191436	0.0438963	0.694649	0	1	903.291	52	527400
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1970s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Natural Gas	AK	1970s	0	0.731069	0	0.268931	0	3	3375.84	28	303017
Multi-Family with 2 - 4 Units	None	AK	1970s	0	0	0	0	1	0	0	36	238868
Multi-Family with 2 - 4 Units	Other Fuel	AK	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Propane	AK	1970s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Wood	AK	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Electricity	AK	1980s	0.0759909	0.236935	0.0765486	0.610525	0	1	1094.82	38	400841
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1980s	0	0.397426	0	0.602574	0	2	2159.18	12	63450.8
Multi-Family with 2 - 4 Units	Natural Gas	AK	1980s	0	0.716403	0	0.283597	0	6	6785.48	28	335121
Multi-Family with 2 - 4 Units	None	AK	1980s	0	0	0	0	1	0	0	17	199762
Multi-Family with 2 - 4 Units	Other Fuel	AK	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Propane	AK	1980s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Wood	AK	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Electricity	AK	1990s	0.124713	0.159857	0.0385467	0.676883	0	1	987.261	27	287540
Multi-Family with 2 - 4 Units	Fuel Oil	AK	1990s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Natural Gas	AK	1990s	0	0.643499	0	0.356501	0	1	969.398	12	164732
Multi-Family with 2 - 4 Units	None	AK	1990s	0	0	0	0	1	0	0	22	183196
Multi-Family with 2 - 4 Units	Other Fuel	AK	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Propane	AK	1990s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Wood	AK	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Electricity	AK	2000s	0.186567	0.138732	0.0312814	0.64342	0	0	0	30	295829
Multi-Family with 2 - 4 Units	Fuel Oil	AK	2000s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Natural Gas	AK	2000s	0	0.834307	0	0.165693	0	1	1113.17	17	157894
Multi-Family with 2 - 4 Units	None	AK	2000s	0	0	0	0	1	0	0	18	173580
Multi-Family with 2 - 4 Units	Other Fuel	AK	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Propane	AK	2000s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Wood	AK	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Electricity	AK	2010s	0.159452	0.173925	0.0456759	0.620947	0	0	0	43	387963
Multi-Family with 2 - 4 Units	Fuel Oil	AK	2010s	0	0.397426	0	0.602574	0	1	898.59	12	63450.8
Multi-Family with 2 - 4 Units	Natural Gas	AK	2010s	0	0.738747	0	0.261253	0	1	1052.13	19	128669
Multi-Family with 2 - 4 Units	None	AK	2010s	0	0	0	0	1	0	0	13	76746
Multi-Family with 2 - 4 Units	Other Fuel	AK	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Propane	AK	2010s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Wood	AK	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Electricity	AK	<1940	0	0.0920464	0	0.907954	0	1	742.807	27	250370
Multi-Family with 2 - 4 Units	Fuel Oil	AK	<1940	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Natural Gas	AK	<1940	0	0.473764	0	0.526236	0	0	0	17	178237
Multi-Family with 2 - 4 Units	None	AK	<1940	0	0	0	0	1	0	0	10	85131.4
Multi-Family with 2 - 4 Units	Other Fuel	AK	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Propane	AK	<1940	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 2 - 4 Units	Wood	AK	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Electricity	AK	1940s	0	0.0920464	0	0.907954	0	0	0	27	96883.8
Multi-Family with 5+ Units	Fuel Oil	AK	1940s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Natural Gas	AK	1940s	0	0.473764	0	0.526236	0	0	0	17	68970.9
Multi-Family with 5+ Units	None	AK	1940s	0	0	0	0	1	0	0	10	32942.7
Multi-Family with 5+ Units	Other Fuel	AK	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Propane	AK	1940s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Wood	AK	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Electricity	AK	1950s	0	0.315381	0	0.684619	0	2	2298.27	11	110808
Multi-Family with 5+ Units	Fuel Oil	AK	1950s	0	0.397426	0	0.602574	0	1	1104.88	12	63450.8
Multi-Family with 5+ Units	Natural Gas	AK	1950s	0	0.564095	0	0.435905	0	2	2065.89	16	204792
Multi-Family with 5+ Units	None	AK	1950s	0	0	0	0	1	0	0	20	205986
Multi-Family with 5+ Units	Other Fuel	AK	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Propane	AK	1950s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Wood	AK	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Electricity	AK	1960s	0.114439	0.286919	0	0.598641	0	2	2510.94	29	308421
Multi-Family with 5+ Units	Fuel Oil	AK	1960s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Natural Gas	AK	1960s	0	0.652987	0	0.347013	0	0	0	15	208984
Multi-Family with 5+ Units	None	AK	1960s	0	0	0	0	1	0	0	21	160559
Multi-Family with 5+ Units	Other Fuel	AK	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Propane	AK	1960s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Wood	AK	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Electricity	AK	1970s	0.0700183	0.191436	0.0438963	0.694649	0	4	4302.8	52	527400
Multi-Family with 5+ Units	Fuel Oil	AK	1970s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Natural Gas	AK	1970s	0	0.731069	0	0.268931	0	5	5932.12	28	303017
Multi-Family with 5+ Units	None	AK	1970s	0	0	0	0	1	0	0	36	238868
Multi-Family with 5+ Units	Other Fuel	AK	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Propane	AK	1970s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Wood	AK	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Electricity	AK	1980s	0.0759909	0.236935	0.0765486	0.610525	0	4	4812.21	38	400841
Multi-Family with 5+ Units	Fuel Oil	AK	1980s	0	0.397426	0	0.602574	0	1	1184.54	12	63450.8
Multi-Family with 5+ Units	Natural Gas	AK	1980s	0	0.716403	0	0.283597	0	1	1145.49	28	335121
Multi-Family with 5+ Units	None	AK	1980s	0	0	0	0	1	0	0	17	199762
Multi-Family with 5+ Units	Other Fuel	AK	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Propane	AK	1980s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Wood	AK	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Electricity	AK	1990s	0.124713	0.159857	0.0385467	0.676883	0	1	1098.22	27	287540
Multi-Family with 5+ Units	Fuel Oil	AK	1990s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Natural Gas	AK	1990s	0	0.643499	0	0.356501	0	0	0	12	164732
Multi-Family with 5+ Units	None	AK	1990s	0	0	0	0	1	0	0	22	183196
Multi-Family with 5+ Units	Other Fuel	AK	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Propane	AK	1990s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Wood	AK	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Electricity	AK	2000s	0.186567	0.138732	0.0312814	0.64342	0	0	0	30	295829
Multi-Family with 5+ Units	Fuel Oil	AK	2000s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Natural Gas	AK	2000s	0	0.834307	0	0.165693	0	2	1938.94	17	157894
Multi-Family with 5+ Units	None	AK	2000s	0	0	0	0	1	1	1070.2	18	173580
Multi-Family with 5+ Units	Other Fuel	AK	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Propane	AK	2000s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Wood	AK	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Electricity	AK	2010s	0.159452	0.173925	0.0456759	0.620947	0	1	848.57	43	387963
Multi-Family with 5+ Units	Fuel Oil	AK	2010s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Natural Gas	AK	2010s	0	0.738747	0	0.261253	0	1	995.93	19	128669
Multi-Family with 5+ Units	None	AK	2010s	0	0	0	0	1	1	915.055	13	76746
Multi-Family with 5+ Units	Other Fuel	AK	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Propane	AK	2010s	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Wood	AK	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Electricity	AK	<1940	0	0.0920464	0	0.907954	0	0	0	27	250370
Multi-Family with 5+ Units	Fuel Oil	AK	<1940	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Natural Gas	AK	<1940	0	0.473764	0	0.526236	0	0	0	17	178237
Multi-Family with 5+ Units	None	AK	<1940	0	0	0	0	1	0	0	10	85131.4
Multi-Family with 5+ Units	Other Fuel	AK	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Propane	AK	<1940	0	0.397426	0	0.602574	0	0	0	12	63450.8
Multi-Family with 5+ Units	Wood	AK	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Single-Family Attached	Electricity	AK	1940s	0.0950003	0.179756	0.199096	0.526147	0	0	0	39	94502.8
Single-Family Attached	Fuel Oil	AK	1940s	0	0.709307	0	0.290693	0	0	0	11	10806.8
Single-Family Attached	Natural Gas	AK	1940s	0	0.89701	0	0.10299	0	0	0	137	384027
Single-Family Attached	None	AK	1940s	0	0	0	0	1	0	0	21	26122.5
Single-Family Attached	Other Fuel	AK	1940s	0	0.0292887	0	0.970711	0	0	0	14	24132.1
Single-Family Attached	Propane	AK	1940s	0	0.709307	0	0.290693	0	0	0	11	10806.8
Single-Family Attached	Wood	AK	1940s	0	0.0292887	0	0.970711	0	0	0	14	24132.1
Single-Family Attached	Electricity	AK	1950s	0.227094	0.208033	0.127123	0.43775	0	0	0	36	298769
Single-Family Attached	Fuel Oil	AK	1950s	0	0.572786	0	0.427214	0	1	608.423	31	111225
Single-Family Attached	Natural Gas	AK	1950s	0	0.846422	0	0.153578	0	0	0	135	1.20522e+06
Single-Family Attached	None	AK	1950s	0	0	0	0	1	0	0	30	186213
Single-Family Attached	Other Fuel	AK	1950s	0	0	0	1	0	0	0	10	52339.3
Single-Family Attached	Propane	AK	1950s	0	0.572786	0	0.427214	0	0	0	31	111225
Single-Family Attached	Wood	AK	1950s	0	0	0	1	0	0	0	10	52339.3
Single-Family Attached	Electricity	AK	1960s	0.169355	0.20166	0.0557897	0.573196	0	0	0	37	262580
Single-Family Attached	Fuel Oil	AK	1960s	0	0.692169	0	0.307831	0	0	0	15	74964.9
Single-Family Attached	Natural Gas	AK	1960s	0	0.163098	0	0.836902	0	1	530.718	10	8116.27
Single-Family Attached	None	AK	1960s	0	0	0	0	1	0	0	35	127200
Single-Family Attached	Other Fuel	AK	1960s	0	0	0	1	0	0	0	12	60246.9
Single-Family Attached	Propane	AK	1960s	0	0.692169	0	0.307831	0	0	0	15	74964.9
Single-Family Attached	Wood	AK	1960s	0	0	0	1	0	0	0	12	60246.9
Single-Family Attached	Electricity	AK	1970s	0.313229	0.259588	0.0583193	0.368864	0	2	1145.67	80	527244
Single-Family Attached	Fuel Oil	AK	1970s	0	0.139271	0	0.860729	0	1	497.425	11	9978.88
Single-Family Attached	Natural Gas	AK	1970s	0	0.630747	0	0.369253	0	11	5994.74	11	5994.74
Single-Family Attached	None	AK	1970s	0	0	0	0	1	0	0	51	196753
Single-Family Attached	Other Fuel	AK	1970s	0	0	0	1	0	0	0	14	97025
Single-Family Attached	Propane	AK	1970s	0	0.470686	0	0.529314	0	0	0	23	72071.3
Single-Family Attached	Wood	AK	1970s	0	0	0	1	0	0	0	14	97025
Single-Family Attached	Electricity	AK	1980s	0.329161	0.41013	0.0214798	0.239229	0	2	1082.85	45	293810
Single-Family Attached	Fuel Oil	AK	1980s	0	0.131715	0	0.868285	0	4	2496.47	15	11598.5
Single-Family Attached	Natural Gas	AK	1980s	0	0.742218	0	0.257782	0	11	6042.66	11	6042.66
Single-Family Attached	None	AK	1980s	0	0	0	0	1	1	673.015	40	122573
Single-Family Attached	Other Fuel	AK	1980s	0	0	0	1	0	0	0	11	77541.8
Single-Family Attached	Propane	AK	1980s	0	0.751062	0	0.248938	0	0	0	22	90805.1
Single-Family Attached	Wood	AK	1980s	0	0	0	1	0	0	0	11	77541.8
Single-Family Attached	Electricity	AK	1990s	0.360685	0.313789	0.0115936	0.313933	0	1	479.764	51	324036
Single-Family Attached	Fuel Oil	AK	1990s	0	0.836653	0	0.163347	0	0	0	16	74708.5
Single-Family Attached	Natural Gas	AK	1990s	0	0.66177	0	0.33823	0	2	1337.59	17	14068.6
Single-Family Attached	None	AK	1990s	0	0	0	0	1	0	0	37	93998
Single-Family Attached	Other Fuel	AK	1990s	0	0	0	1	0	0	0	10	51677.9
Single-Family Attached	Propane	AK	1990s	0	0.836653	0	0.163347	0	0	0	16	74708.5
Single-Family Attached	Wood	AK	1990s	0	0	0	1	0	0	0	10	51677.9
Single-Family Attached	Electricity	AK	2000s	0.331535	0.326132	0.0769314	0.265402	0	2	1092.84	51	265148
Single-Family Attached	Fuel Oil	AK	2000s	0	0.194183	0	0.805817	0	2	1051.4	17	13001.8
Single-Family Attached	Natural Gas	AK	2000s	0	0.64608	0	0.35392	0	4	1975.31	29	19857.7
Single-Family Attached	None	AK	2000s	0	0	0	0	1	0	0	28	87678.3
Single-Family Attached	Other Fuel	AK	2000s	0	0	0	1	0	0	0	13	48008.7
Single-Family Attached	Propane	AK	2000s	0	0.850267	0	0.149733	0	0	0	24	69971.6
Single-Family Attached	Wood	AK	2000s	0	0	0	1	0	0	0	13	48008.7
Single-Family Attached	Electricity	AK	2010s	0.264721	0.463384	0.122897	0.148997	0	2	1416.53	25	99188
Single-Family Attached	Fuel Oil	AK	2010s	0	0.621102	0	0.378898	0	0	0	10	21113.7
Single-Family Attached	Natural Gas	AK	2010s	0	0.60903	0	0.39097	0	4	2163.6	18	11520.4
Single-Family Attached	None	AK	2010s	0	0	0	0	1	0	0	16	31485.3
Single-Family Attached	Other Fuel	AK	2010s	0	0	0	1	0	0	0	21	72619.7
Single-Family Attached	Propane	AK	2010s	0	0.621102	0	0.378898	0	0	0	10	21113.7
Single-Family Attached	Wood	AK	2010s	0	0	0	1	0	0	0	21	72619.7
Single-Family Attached	Electricity	AK	<1940	0.0950003	0.179756	0.199096	0.526147	0	0	0	39	244217
Single-Family Attached	Fuel Oil	AK	<1940	0	0.709307	0	0.290693	0	0	0	11	27927.3
Single-Family Attached	Natural Gas	AK	<1940	0	0.89701	0	0.10299	0	0	0	137	992415
Single-Family Attached	None	AK	<1940	0	0	0	0	1	0	0	21	67506.6
Single-Family Attached	Other Fuel	AK	<1940	0	0.0292887	0	0.970711	0	0	0	14	62362.8
Single-Family Attached	Propane	AK	<1940	0	0.709307	0	0.290693	0	0	0	11	27927.3
Single-Family Attached	Wood	AK	<1940	0	0.0292887	0	0.970711	0	0	0	14	62362.8
Single-Family Detached	Electricity	AK	1940s	0.0950003	0.179756	0.199096	0.526147	0	1	295.22	39	94502.8
Single-Family Detached	Fuel Oil	AK	1940s	0	0.709307	0	0.290693	0	7	2014.14	11	10806.8
Single-Family Detached	Natural Gas	AK	1940s	0	0.89701	0	0.10299	0	0	0	137	384027
Single-Family Detached	None	AK	1940s	0	0	0	0	1	0	0	21	26122.5
Single-Family Detached	Other Fuel	AK	1940s	0	0.0292887	0	0.970711	0	0	0	14	24132.1
Single-Family Detached	Propane	AK	1940s	0	0.709307	0	0.290693	0	0	0	11	10806.8
Single-Family Detached	Wood	AK	1940s	0	0.0292887	0	0.970711	0	0	0	14	24132.1
Single-Family Detached	Electricity	AK	1950s	0.227094	0.208033	0.127123	0.43775	0	0	0	36	298769
Single-Family Detached	Fuel Oil	AK	1950s	0	0.572786	0	0.427214	0	2	1766.37	31	111225
Single-Family Detached	Natural Gas	AK	1950s	0	0.846422	0	0.153578	0	5	4096.81	135	1.20522e+06
Single-Family Detached	None	AK	1950s	0	0	0	0	1	0	0	30	186213
Single-Family Detached	Other Fuel	AK	1950s	0	0	0	1	0	0	0	10	52339.3
Single-Family Detached	Propane	AK	1950s	0	0.572786	0	0.427214	0	0	0	31	111225
Single-Family Detached	Wood	AK	1950s	0	0	0	1	0	0	0	10	52339.3
Single-Family Detached	Electricity	AK	1960s	0.169355	0.20166	0.0557897	0.573196	0	0	0	37	262580
Single-Family Detached	Fuel Oil	AK	1960s	0	0.692169	0	0.307831	0	2	1744.91	15	74964.9
Single-Family Detached	Natural Gas	AK	1960s	0	0.163098	0	0.836902	0	9	7585.55	10	8116.27
Single-Family Detached	None	AK	1960s	0	0	0	0	1	0	0	35	127200
Single-Family Detached	Other Fuel	AK	1960s	0	0	0	1	0	0	0	12	60246.9
Single-Family Detached	Propane	AK	1960s	0	0.692169	0	0.307831	0	0	0	15	74964.9
Single-Family Detached	Wood	AK	1960s	0	0	0	1	0	0	0	12	60246.9
Single-Family Detached	Electricity	AK	1970s	0.313229	0.259588	0.0583193	0.368864	0	1	817.673	80	527244
Single-Family Detached	Fuel Oil	AK	1970s	0	0.146578	0	0.853422	0	10	9481.46	10	9481.46
Single-Family Detached	Natural Gas	AK	1970s	0	0.243328	0	0.756672	0	24	18571.9	24	18571.9
Single-Family Detached	None	AK	1970s	0	0	0	0	1	0	0	51	196753
Single-Family Detached	Other Fuel	AK	1970s	0	0	0	1	0	0	0	14	97025
