Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - Sub-CZ Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle Battery,Electric Vehicle Miles Traveled,Energystar Climate Zone 2023,Generation And Emissions Assessment Region,Ground Thermal Conductivity,HVAC System Is Faulted,HVAC System Is Scaled,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Metropolitan and Micropolitan Statistical Area,County Metro Status,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Radiant Barrier,Range Spot Vent Hour,State,Census Division,Census Division RECS,Census Region,Custom State,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,Heating Fuel,HVAC Heating Type,HVAC Secondary Heating Fuel,HVAC Secondary Heating Type,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Partial Space Conditioning,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Cooling Autosizing Factor,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Autosizing Factor,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Misc Well Pump,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Cooling Unavailable Days,Dishwasher,Electric Vehicle Charge At Home,Electric Vehicle Ownership,Electric Vehicle Charger,Electric Vehicle Outlet Access,Heating Unavailable Days,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,State Metro Median Income,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows
276627,8AK,Hour9,"G0200900, G02000300",No,None,In another census Place,"AK, Fairbanks North Star Borough",Non-CBSA Pacific,8AK,Subarctic,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",15000,Northern,None,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Fairbanks, AK MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southwest,None,"AK, 00300",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,None,No,Hour7,AK,Pacific,Pacific,West,AK,100% CFL,CRAK,94%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Owner,2000s,Fuel Oil,Non-Ducted Heating,Fuel Oil,Non-Ducted Heating,"Fuel Boiler, 80% AFUE",10%,2000-09,Unheated Basement,None,68F,None,None,None,No,"Fuel Boiler, 90% AFUE",No,None,Fuel Oil Fuel Boiler,None,None,None,None,None,76F,No,0F,None,40000-44999,40000-59999,40000-59999,2000-2499,3,1500-2499,1,None,None,None,Single-Family Detached,1,Unvented Attic,None,"Single-Family Detached, Unheated Basement, Unvented Attic, No Garage",None,None,<8,Concrete,None,None,1 ACH50,R-38,Ceiling R-19,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"CMU, 6-in Hollow, R-19",None,2,30-60%,200-300%,Yes,Electric,Standard,Propane,Never,318 Rated kWh,60-79%,No,None,Yes,Never,No,None,None,None,None,None,None,EF 17.6,"Tile, Clay or Ceramic",30-60%,Propane,Propane Standard,Yes,Attic,F12 B12 L12 R12,"Double, Clear, Non-metal, Air"
46838,6A,Hour0,"G1900190, G19000700",No,None,Not in a census Place,"IA, Buchanan County",Non-CBSA West North Central,6A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",13000,Northern,MISO North,1.1,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"IA, 00700",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,69,No,Hour7,IA,West North Central,West North Central,Midwest,Others,100% LED,CR02,95%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,110% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1990s,Propane,Non-Ducted Heating,None,None,None,0%,1980-99,Heated Basement,Central AC,75F,None,"AC, SEER 13",None,Yes,"Fuel Wall/Floor Furnace, 60% AFUE",No,None,Propane Fuel Wall/Floor Furnace,None,None,None,None,None,68F,Yes,3F,Night -5h,25000-29999,20000-39999,20000-39999,3000-3999,4,2500-3999,2,None,None,None,Single-Family Detached,2,Vented Attic,2 Car,"Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Aluminum, Light",80% Conditioned,4 ACH50,R-49,Uninsulated,"Wall R-15, Exterior","R-15, Exterior","Unfinished, Uninsulated",None,"Wood Stud, R-19",None,2,30-60%,150-200%,Yes,Propane,EnergyStar,Electric Resistance,Never,290 Rated kWh,80-99%,No,None,Yes,Never,No,EF 19.9,"EF 12, National Average",None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",30-60%,Propane,Propane Premium,Yes,Heated Basement,F12 B12 L12 R12,"Single, Clear, Non-metal"
417415,6A,Hour6,"G3600190, G36000200",No,None,Not in a census Place,"NY, Clinton County",Non-CBSA Middle Atlantic,6A,Cold,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",9000,Northern,NYISO,1.4,No,No,No Exterior Use,Uninsulated,NYISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Plattsburgh, NY MicroSA",Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"NY, 00200",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Day and Night Setup +3h,Not Applicable,Left/Right at 15ft,Not/partially in metro area,127,No,Hour17,NY,Middle Atlantic,Middle Atlantic,Northeast,Others,100% CFL,CR07,101%,High,120% Usage,120% Usage,120% Usage,120% Usage,150% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,Wood,Ducted Heating,None,None,None,0%,<1940,Heated Basement,None,78F,None,None,None,Yes,"Fuel Furnace, 60% AFUE",No,None,Other Fuel Fuel Furnace,None,None,None,None,None,65F,No,0F,None,50000-59999,40000-59999,40000-59999,1500-1999,3,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Heated Basement, Vented Attic, No Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",None,40 ACH50,R-7,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",Typical Efficiency,2,100-120%,300-400%,Yes,Electric,Standard,Propane,Never,290 Rated kWh,100%,No,None,Yes,Never,No,EF 15.9,None,None,None,None,None,EF 19.9,Composition Shingles,100-120%,Wood,Wood,Yes,Heated Basement,F12 B12 L12 R12,"Single, Clear, Metal, Exterior Clear Storm"
294512,2A,Hour15,"G4800290, G48005908",No,None,"TX, San Antonio","TX, Bexar County",Non-CBSA West South Central,"2A - TX, LA",Hot-Humid,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 200 mile range",5000,Southern,ERCOT,1.1,No,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"San Antonio-New Braunfels, TX MSA",Metropolitan,None,Gas Grill,None,"Cooling Season, 7 days/wk",North,None,"TX, 05908",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Night Setup +1h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",65,No,Hour17,TX,West South Central,West South Central,South,Others,100% CFL,CR09,113%,Low,80% Usage,80% Usage,80% Usage,80% Usage,80% Usage,50%,95% Usage,Occupied,Standard Efficiency,Yes,None,South,7.0 kWDC,Owner,2000s,Electricity,Ducted Heat Pump,None,None,None,0%,2000-09,Slab,Ducted Heat Pump,75F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 15, 8.5 HSPF",No,None,Electricity ASHP,None,None,None,None,None,65F,Yes,3F,Day +2h,50000-59999,40000-59999,40000-59999,1500-1999,2,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,2 Car,"Single-Family Detached, Slab, Vented Attic, 2 Car Garage",Attic,"10% Leakage to Outside, R-8",<8,Brick,None,100% Conditioned,30 ACH50,R-30,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Brick, 12-in, 3-wythe, R-11",None,2,80-100%,300-400%,Yes,Electric,Standard,Electric Resistance,1 month,None,100%,No,None,Yes,2 weeks,No,EF 6.7,"EF 12, National Average",None,None,None,None,EF 19.9,"Metal, Dark",80-100%,Natural Gas,Natural Gas Premium,Yes,Garage,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain"
512911,5A,Hour18,"G3400370, G34001600",No,None,In another census Place,"NJ, Sussex County","CBSA New York-Newark-Jersey City, NY-NJ-PA",5A,Cold,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",5000,Northern,PJM East,1.4,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"New York-Newark-Jersey City, NY-NJ-PA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"NJ, 01600",3 or 4 Unit,None,None,Multi-Family with 2 - 4 Units,Yes,9F,Day Setup and Night Setback +4h,Double-Loaded Interior,4,"In metro area, not/partially in principal city",126,None,Hour6,NJ,Middle Atlantic,Middle Atlantic,Northeast,Others,100% Incandescent,CR07,119%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,<1940,Fuel Oil,Non-Ducted Heating,None,None,None,0%,<1940,Unheated Basement,Room AC,62F,Heating Only,"Room AC, EER 10.7",None,No,Shared Heating,No,None,Fuel Oil Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,70F,Yes,6F,Day and Night +5h,45000-49999,40000-59999,40000-59999,1500-1999,3,1500-2499,3,Bottom,3,Not Applicable,Multi-Family with 2 - 4 Units,3,None,None,"Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage",None,None,<8,Brick,None,100% Conditioned,25 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",None,"Brick, 12-in, 3-wythe, Uninsulated",None,7,30-60%,100-150%,None,None,None,Electric Resistance,Never,None,80-99%,No,None,No,1 day,No,None,None,None,None,None,None,EF 19.9,"Tile, Clay or Ceramic",30-60%,Fuel Oil,Fuel Oil Standard,Yes,Unheated Basement,F18 B18 L18 R18,"Single, Clear, Non-metal"
111149,3B,Hour2,"G0600130, G06001305",No,12,In another census Place,"CA, Contra Costa County","CBSA San Francisco-Oakland-Hayward, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",15000,South-Central,CAISO,1.7,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"San Francisco-Oakland-Hayward, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"CA, 01305",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Night Setback -1h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",9,No,Hour12,CA,Pacific,Pacific,West,Others,100% Incandescent,CR11,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,None,Yes,None,Northwest,1.0 kWDC,Owner,1970s,Natural Gas,Ducted Heating,None,None,None,0%,1960-79,Slab,Room AC,72F,None,"Room AC, EER 12.0",None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,70F,Yes,6F,Night +1h,140000-159999,140000+,150000+,3000-3999,3,2500-3999,2,None,None,None,Single-Family Detached,2,Vented Attic,2 Car,"Single-Family Detached, Slab, Vented Attic, 2 Car Garage",Attic,"10% Leakage to Outside, R-4",<8,Wood Frame,"Stucco, Light",20% Conditioned,5 ACH50,R-30,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",None,8,100-120%,300-400%,Yes,Electric,EnergyStar,Electric Resistance,Never,290 Rated kWh,100%,No,None,Yes,Never,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Metal, Dark",120-150%,Natural Gas,Natural Gas Tankless,Yes,Garage,F15 B15 L15 R15,"Double, Clear, Metal, Air"
285401,3B,Hour21,"G0600710, G06007105",No,10,"CA, Yucaipa","CA, San Bernardino County","CBSA Riverside-San Bernardino-Ontario, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",11000,South-Central,CAISO,1.4,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Riverside-San Bernardino-Ontario, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"CA, 07105",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Night Setup -1h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",10,No,Hour19,CA,Pacific,Pacific,West,Others,100% Incandescent,CR11,94%,High,120% Usage,120% Usage,120% Usage,120% Usage,150% Usage,200%,105% Usage,Occupied,None,Yes,None,Southwest,3.0 kWDC,Owner,<1940,Natural Gas,Ducted Heating,None,None,None,0%,<1940,Vented Crawlspace,None,62F,None,None,None,Yes,"Fuel Furnace, 92.5% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,68F,No,0F,None,200000+,140000+,150000+,2000-2499,3,1500-2499,2,None,None,None,Single-Family Detached,2,Vented Attic,1 Car,"Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage",Crawlspace,"10% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",None,20 ACH50,Uninsulated,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",Typical Efficiency,3,150%+,400%+,Yes,Electric,Standard,Gas,Never,318 Rated kWh,100%,Yes,Level 2 charger,Yes,Never,No,EF 19.9,None,Natural Gas,None,None,None,EF 19.9,Composition Shingles,150%+,Natural Gas,Natural Gas Standard,Yes,Living Space,F9 B9 L9 R9,"Single, Clear, Non-metal"
508627,3A,Hour1,"G1300670, G13003001",No,None,"GA, Marietta","GA, Cobb County","CBSA Atlanta-Sandy Springs-Roswell, GA",3A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 200 mile range",13000,South-Central,SERTP,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Atlanta-Sandy Springs-Roswell, GA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Northeast,None,"GA, 03001",5 to 9 Unit,None,None,Multi-Family with 5+ Units,Yes,5F,Night Setback -2h,Double-Loaded Interior,4,"In metro area, not/partially in principal city",94,None,Hour5,GA,South Atlantic,South Atlantic,South,Others,100% CFL,CR09,106%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1940s,Electricity,Ducted Heat Pump,None,None,None,0%,1940-59,Vented Crawlspace,Ducted Heat Pump,75F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 15, 8.5 HSPF",No,None,Electricity ASHP,None,None,None,None,None,80F,Yes,6F,Day and Night -1h,35000-39999,20000-39999,20000-39999,1000-1499,2,0-1499,1,Bottom,7,Middle,"Multi-Family with 5+ Units, 1-3 Stories",1,None,None,"Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,15 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, Uninsulated",None,2,30-60%,200-300%,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",0-30%,Electricity,"Electric Heat Pump, 50 gal, 3.45 UEF",Yes,Living Space,F18 B18 L18 R18,"Single, Clear, Metal"
40027,3B,Hour10,"G0600370, G06003732",No,9,"CA, Los Angeles","CA, Los Angeles County","CBSA Los Angeles-Long Beach-Anaheim, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",5000,South-Central,CAISO,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Los Angeles-Long Beach-Anaheim, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"CA, 03732",10 to 19 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Night Setup +5h,Double-Loaded Interior,12,"In metro area, principal city",10,None,Hour15,CA,Pacific,Pacific,West,Others,100% LED,CR11,91%,High,120% Usage,120% Usage,120% Usage,120% Usage,140% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,<1940,Natural Gas,Ducted Heating,None,None,None,0%,<1940,Unheated Basement,Room AC,65F,None,"Room AC, EER 8.5",None,Yes,"Fuel Furnace, 76% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,68F,Yes,6F,Night -4h,200000+,140000+,150000+,0-499,1,0-1499,4,Top,15,Right,"Multi-Family with 5+ Units, 4-7 Stories",4+,None,None,"Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,20 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",None,"Wood Stud, Uninsulated",None,2,150%+,400%+,None,None,None,Gas,Never,None,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",150%+,Natural Gas,Natural Gas Standard,No,Conditioned Mechanical Room,F12 B12 L12 R12,"Single, Clear, Non-metal"
247488,3B,Hour12,"G3200030, G32000409",No,None,"NV, Paradise","NV, Clark County",Non-CBSA Mountain,3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",9000,South-Central,Northern Grid South,1.7,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Las Vegas-Henderson-Paradise, NV MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",West,None,"NV, 00409",3 or 4 Unit,None,None,Multi-Family with 2 - 4 Units,Yes,9F,Night Setup -4h,Double-Loaded Interior,2,"In metro area, not/partially in principal city",13,None,Hour1,NV,Mountain,Mountain South,West,Others,100% CFL,CR10,78%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,1990s,Natural Gas,Ducted Heating,None,None,None,0%,1980-99,Vented Crawlspace,Central AC,70F,Heating Only,"AC, SEER 15",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,68F,Yes,3F,Day and Night -5h,10000-14999,<20000,<20000,750-999,2,0-1499,2,Bottom,4,Right,Multi-Family with 2 - 4 Units,2,None,None,"Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage",Crawlspace,"30% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,7 ACH50,None,Ceiling R-13,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, R-11",None,2,0-30%,0-100%,Yes,Gas,EnergyStar,Gas,Never,None,100%,No,None,Yes,Never,No,None,None,None,None,None,None,EF 19.9,"Tile, Concrete",0-30%,Natural Gas,Natural Gas Premium,No,Conditioned Mechanical Room,F12 B12 L12 R12,"Single, Clear, Metal"
513646,6A,Hour0,"G3800010, G38000100",No,None,In another census Place,"ND, Adams County",Non-CBSA West North Central,6A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",15000,Northern,SPP North,1.4,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"ND, 00100",2 Unit,None,None,Multi-Family with 2 - 4 Units,Yes,2F,Day Setup,Double-Loaded Interior,27,Not/partially in metro area,36,None,Hour13,ND,West North Central,West North Central,Midwest,Others,100% CFL,CR02,97%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1950s,Electricity,Ducted Heating,None,None,None,0%,1940-59,Slab,Central AC,68F,Heating and Cooling,Shared Cooling,None,No,Shared Heating,No,None,Electricity Shared Heating,"Fan Coil Heating and Cooling, Electricity",None,None,None,None,75F,Yes,6F,Day and Night,180000-199999,140000+,150000+,1000-1499,3,0-1499,2,Bottom,2,Not Applicable,Multi-Family with 2 - 4 Units,2,None,None,"Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage",None,None,<8,Brick,None,100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-19",Uninsulated,"Brick, 12-in, 3-wythe, R-15",None,2,150%+,400%+,None,None,None,Gas,Never,318 Rated kWh,100%,No,None,Yes,Never,No,None,None,None,None,None,None,EF 17.6,Composition Shingles,150%+,Electricity,Electric Standard,No,Conditioned Mechanical Room,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain"
12009,4C,Hour19,"G5300330, G53011602",No,None,"WA, Seattle","WA, King County","CBSA Seattle-Tacoma-Bellevue, WA",4C,Marine,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",13000,Northern,Northern Grid West,0.8,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Seattle-Tacoma-Bellevue, WA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"WA, 11602",50 or more Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, principal city",1,None,Hour2,WA,Pacific,Pacific,West,Others,100% LED,CR06,91%,High,120% Usage,120% Usage,120% Usage,120% Usage,160% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1970s,Natural Gas,Ducted Heating,None,None,None,0%,1960-79,Slab,Central AC,68F,Heating Only,"AC, SEER 13",None,Yes,Shared Heating,No,None,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,68F,Yes,3F,Day and Night +2h,100000-119999,100000-119999,100000-149999,2000-2499,2,1500-2499,9,Middle,183,Middle,"Multi-Family with 5+ Units, 8+ Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",8+,Steel Frame,"Brick, Medium/Dark",100% Conditioned,25 ACH50,None,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, Uninsulated",None,1,120-150%,400%+,Yes,Electric,EnergyStar,Electric Resistance,Never,318 Rated kWh,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",150%+,Natural Gas,Natural Gas Standard,Yes,Living Space,F30 B30 L30 R30,"Single, Clear, Non-metal"
99912,3A,Hour7,"G4001130, G40001601",Yes,None,Not in a census Place,"OK, Osage County",Non-CBSA West South Central,3A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",9000,South-Central,SPP South,2.3,No,No,No Exterior Use,Uninsulated,SPP,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Tulsa, OK MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",West,None,"OK, 01601",Mobile Home,None,None,Mobile Home,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,51,No,Hour13,OK,West South Central,West South Central,South,Others,100% Incandescent,CR09,144%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1980s,Electricity,Non-Ducted Heating,None,None,None,0%,1980-99,Ambient,Room AC,60F,None,"Room AC, EER 8.5",None,No,"Electric Baseboard, 100% Efficiency",Yes,None,Electricity Baseboard,None,None,None,None,None,75F,Yes,12F,Day and Night -3h,20000-24999,20000-39999,20000-39999,500-749,3,0-1499,1,None,None,None,Mobile Home,1,None,None,"Mobile Home, Ambient, No Attic, No Garage",None,None,<8,Wood Frame,"Brick, Medium/Dark",60% Conditioned,6 ACH50,None,Ceiling R-19,None,None,"Finished, R-7",None,"Wood Stud, R-11",None,3,30-60%,100-150%,Yes,Electric,Standard,Electric Resistance,3 months,None,60-79%,No,None,Yes,Year round,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",30-60%,Electricity,Electric Standard,Yes,Living Space,F9 B9 L9 R9,"Single, Clear, Metal"
